,esn,wash_date,wash_type,source_type,engine_family
2196,894121,2013-06-23,WW,RDO,CFM56
2197,894121,2014-07-24,WW,RDO,CFM56
2198,894121,2016-07-21,WW,RDO,CFM56
2199,894121,2016-11-06,WW,RDO,CFM56
2200,897123,2011-03-01,WW,RDO,CFM56
2201,897123,2011-09-24,WW,RDO,CFM56
2202,897123,2012-10-01,WW,RDO,CFM56
2203,897123,2013-04-23,WW,RDO,CFM56
2204,897123,2013-11-21,WW,RDO,CFM56
2205,897123,2014-06-06,WW,RDO,CFM56
2206,897123,2014-12-10,WW,RDO,CFM56
2207,897123,2016-11-25,WW,RDO,CFM56
2208,962337,2015-11-27,WW,RDO,CFM56
2209,962337,2016-08-01,WW,RDO,CFM56
2210,962337,2016-10-26,WW,RDO,CFM56
2211,962337,2017-04-19,WW,RDO,CFM56
2212,962337,2017-07-26,WW,RDO,CFM56
2213,962337,2018-01-19,WW,RDO,CFM56
2214,643582,2013-10-29,WW,RDO,CFM56
2215,695360,2011-02-24,WW,RDO,CF6
2216,702939,2010-09-04,WW,RDO,CF6
2217,704612,2013-06-09,WW,RDO,CF6
2218,704612,2014-04-06,WW,RDO,CF6
2219,704612,2016-10-22,WW,RDO,CF6
2220,704612,2017-06-27,WW,RDO,CF6
2221,706489,2011-06-04,WW,RDO,CF6
2222,706489,2016-10-23,WW,RDO,CF6
2223,706489,2017-12-18,WW,RDO,CF6
2224,706489,2018-05-04,WW,RDO,CF6
2225,731778,2012-11-01,WW,RDO,CFM56
2226,785151,2009-03-08,WW,RDO,CT7
2227,785151,2009-05-06,WW,RDO,CT7
2228,785151,2009-06-18,WW,RDO,CT7
2229,785151,2009-08-07,WW,RDO,CT7
2230,785151,2009-09-28,WW,RDO,CT7
2231,785151,2009-11-10,WW,RDO,CT7
2232,785151,2009-12-23,WW,RDO,CT7
2233,785151,2010-02-04,WW,RDO,CT7
2234,785151,2010-03-21,WW,RDO,CT7
2235,785151,2010-05-07,WW,RDO,CT7
2236,785151,2010-06-22,WW,RDO,CT7
2237,785151,2010-08-09,WW,RDO,CT7
2238,785151,2010-09-22,WW,RDO,CT7
2239,785151,2010-11-13,WW,RDO,CT7
2240,785151,2010-12-28,WW,RDO,CT7
2241,785151,2011-02-23,WW,RDO,CT7
2242,785151,2011-04-16,WW,RDO,CT7
2243,785151,2011-06-02,WW,RDO,CT7
2244,785151,2011-07-24,WW,RDO,CT7
2245,802680,2011-08-04,WW,RDO,CFM56
2246,802680,2012-02-22,WW,RDO,CFM56
2247,802680,2012-09-09,WW,RDO,CFM56
2248,802680,2013-03-20,WW,RDO,CFM56
2249,802680,2013-09-25,WW,RDO,CFM56
2250,802680,2014-03-27,WW,RDO,CFM56
2251,802680,2016-07-17,WW,RDO,CFM56
2252,802680,2016-11-03,WW,RDO,CFM56
2253,573124,2016-09-21,WW,RDO,CFM56
2254,575235,2012-02-09,WW,FDM,CFM56
2255,862200,2015-08-24,WW,RDO,CFM56
2256,889571,2012-04-11,WW,RDO,CFM56
2257,889571,2013-03-07,WW,RDO,CFM56
2258,643317,2013-04-12,WW,RDO,CFM56
2259,645138,2013-09-14,WW,RDO,CFM56
2260,699259,2011-03-22,WW,RDO,CFM56
2261,894883,2010-09-15,WW,RDO,CFM56
2262,731663,2011-06-06,WW,RDO,CFM56
2263,731663,2013-10-30,WW,RDO,CFM56
2264,731663,2014-12-22,WW,RDO,CFM56
2265,779899,2011-03-10,WW,RDO,CFM56
2266,657973,2016-01-20,WW,RDO,CFM56
2267,657973,2016-05-12,WW,FDM,CFM56
2268,857739,2010-12-09,WW,RDO,CFM56
2269,857739,2013-04-13,WW,RDO,CFM56
2270,857739,2016-09-23,WW,RDO,CFM56
2271,857739,2017-08-08,WW,RDO,CFM56
2272,857739,2018-05-01,WW,RDO,CFM56
2273,802710,2013-09-28,WW,RDO,CFM56
2274,802710,2014-04-29,WW,RDO,CFM56
2275,858713,2012-01-05,WW,RDO,CFM56
2276,894675,2010-11-18,WW,RDO,CFM56
2277,894675,2011-06-19,WW,RDO,CFM56
2278,894675,2011-12-10,WW,RDO,CFM56
2279,894675,2012-12-29,WW,RDO,CFM56
2280,894675,2014-05-09,WW,RDO,CFM56
2281,894675,2014-11-11,WW,RDO,CFM56
2282,894675,2015-10-12,WW,RDO,CFM56
2283,894675,2016-09-30,WW,RDO,CFM56
2284,573777,2017-06-12,WW,RDO,CFM56
2285,573777,2018-03-19,WW,RDO,CFM56
2286,956381,2016-04-22,WW,RDO,GENX
2287,961173,2012-02-11,WW,RDO,CFM56
2288,961173,2012-08-13,WW,RDO,CFM56
2289,961173,2013-09-04,WW,RDO,CFM56
2290,961173,2014-03-05,WW,RDO,CFM56
2291,961173,2014-09-11,WW,RDO,CFM56
2292,961173,2015-09-02,WW,FDM,CFM56
2293,658116,2014-02-16,WW,RDO,CFM56
2294,658116,2014-08-19,WW,RDO,CFM56
2295,658116,2016-06-17,WW,RDO,CFM56
2296,658116,2016-09-30,WW,RDO,CFM56
2297,658116,2017-01-01,WW,RDO,CFM56
2298,658780,2014-10-15,WW,RDO,CFM56
2299,658780,2016-09-02,WW,RDO,CFM56
2300,658780,2016-12-26,WW,RDO,CFM56
2301,804780,2012-05-17,WW,RDO,CFM56
2302,804780,2014-02-18,WW,RDO,CFM56
2303,804780,2016-11-15,WW,RDO,CFM56
2304,804780,2017-05-07,WW,RDO,CFM56
2305,804780,2018-02-28,WW,RDO,CFM56
2306,706579,2016-06-27,WW,RDO,CF6
2307,706579,2016-11-20,WW,RDO,CF6
2308,706806,2011-03-12,WW,RDO,CF6
2309,731919,2010-11-24,WW,RDO,CFM56
2310,731919,2013-02-25,WW,RDO,CFM56
2311,731919,2017-03-05,WW,RDO,CFM56
2312,864105,2016-07-17,WW,FDM,CFM56
2313,872016,2011-11-08,WW,RDO,CF34
2314,893421,2012-01-31,WW,RDO,CFM56
2315,893421,2012-12-09,WW,RDO,CFM56
2316,893421,2013-06-28,WW,RDO,CFM56
2317,893421,2013-11-17,WW,RDO,CFM56
2318,893421,2014-03-19,WW,RDO,CFM56
2319,893421,2014-11-19,WW,RDO,CFM56
2320,893421,2015-02-21,WW,RDO,CFM56
2321,893421,2016-09-02,WW,RDO,CFM56
2322,893421,2016-12-29,WW,RDO,CFM56
2323,906556,2015-08-07,WW,RDO,GE90
2324,906890,2013-11-30,WW,RDO,GE90
2325,575291,2013-05-27,WW,RDO,CFM56
2326,577843,2013-07-13,WW,RDO,CFM56
2327,655102,2015-12-16,WW,RDO,CFM56
2328,655102,2016-05-27,WW,RDO,CFM56
2329,695684,2013-08-18,WW,RDO,CF6
2330,699623,2012-04-17,WW,RDO,CFM56
2331,699623,2015-06-02,WW,RDO,CFM56
2332,699814,2011-03-16,WW,RDO,CFM56
2333,699814,2011-06-13,WW,RDO,CFM56
2334,802601,2011-07-01,WW,RDO,CFM56
2335,802601,2013-03-12,WW,FDM,CFM56
2336,802601,2014-06-26,WW,FDM,CFM56
2337,802601,2015-08-02,WW,FDM,CFM56
2338,658743,2015-02-16,WW,RDO,CFM56
2339,658743,2017-02-13,WW,RDO,CFM56
2340,658743,2017-10-30,WW,RDO,CFM56
2341,660349,2016-07-29,WW,RDO,CFM56
2342,660349,2016-11-19,WW,RDO,CFM56
2343,660349,2017-05-31,WW,RDO,CFM56
2344,660349,2018-04-13,WW,RDO,CFM56
2345,660865,2016-08-15,WW,RDO,CFM56
2346,660865,2016-12-04,WW,RDO,CFM56
2347,699960,2011-02-20,WW,RDO,CFM56
2348,702525,2013-12-13,WW,RDO,CF6
2349,690901,2012-03-03,WW,RDO,CF6
2350,690901,2012-06-23,WW,RDO,CF6
2351,731896,2011-05-31,WW,RDO,CFM56
2352,731896,2012-05-19,WW,RDO,CFM56
2353,892406,2011-01-04,WW,RDO,CFM56
2354,892406,2011-08-23,WW,RDO,CFM56
2355,892406,2012-04-18,WW,RDO,CFM56
2356,892406,2012-11-26,WW,RDO,CFM56
2357,892406,2013-10-20,WW,RDO,CFM56
2358,892406,2014-05-07,WW,RDO,CFM56
2359,892406,2014-11-04,WW,RDO,CFM56
2360,892406,2016-10-29,WW,RDO,CFM56
2361,892529,2010-11-28,WW,RDO,CFM56
2362,892529,2013-09-30,WW,RDO,CFM56
2363,894654,2011-09-05,WW,RDO,CFM56
2364,894654,2012-03-24,WW,RDO,CFM56
2365,894654,2012-09-30,WW,RDO,CFM56
2366,894654,2013-05-02,WW,RDO,CFM56
2367,894654,2013-11-17,WW,RDO,CFM56
2368,894654,2014-06-24,WW,RDO,CFM56
2369,894654,2016-07-05,WW,RDO,CFM56
2370,894654,2016-10-20,WW,RDO,CFM56
2371,896840,2011-03-04,WW,RDO,CFM56
2372,896840,2011-09-15,WW,RDO,CFM56
2373,896840,2012-03-26,WW,RDO,CFM56
2374,896840,2013-09-03,WW,RDO,CFM56
2375,896840,2014-03-14,WW,RDO,CFM56
2376,896840,2014-11-18,WW,RDO,CFM56
2377,896840,2015-06-19,WW,RDO,CFM56
2378,896840,2016-12-05,WW,RDO,CFM56
2379,906110,2011-06-24,WW,FDM,GE90
2380,906110,2011-07-24,WW,RDO,GE90
2381,906110,2011-11-20,WW,FDM,GE90
2382,906110,2012-05-17,WW,RDO,GE90
2383,660601,2016-11-29,WW,RDO,CFM56
2384,706320,2014-09-04,WW,RDO,CF6
2385,706320,2016-10-17,WW,RDO,CF6
2386,706811,2010-06-12,WW,RDO,CF6
2387,726284,2012-10-17,WW,RDO,CFM56
2388,726284,2013-02-24,WW,RDO,CFM56
2389,890420,2011-04-29,WW,RDO,CFM56
2390,811131,2006-02-04,WW,RDO,CF6
2391,811131,2007-01-11,WW,RDO,CF6
2392,811131,2007-09-23,WW,RDO,CF6
2393,811131,2008-07-28,WW,FDM,CF6
2394,811131,2010-01-31,WW,FDM,CF6
2395,811131,2012-07-16,WW,RDO,CF6
2396,811500,2016-07-25,WW,RDO,CF6
2397,811551,2015-03-09,WW,RDO,CF6
2398,573527,2016-10-10,WW,RDO,CFM56
2399,643205,2014-11-24,WW,RDO,CFM56
2400,891344,2010-11-08,WW,RDO,CFM56
2401,891344,2011-06-04,WW,RDO,CFM56
2402,891344,2012-09-07,WW,RDO,CFM56
2403,891344,2013-04-04,WW,RDO,CFM56
2404,891344,2013-10-29,WW,RDO,CFM56
2405,891344,2016-12-01,WW,RDO,CFM56
2406,657388,2014-03-27,WW,FDM,CFM56
2407,657388,2015-08-15,WW,FDM,CFM56
2408,661250,2015-08-31,WW,FDM,CFM56
2409,906217,2016-07-29,WW,RDO,GE90
2410,906217,2017-07-03,WW,RDO,GE90
2411,906217,2018-01-21,WW,RDO,GE90
2412,906788,2014-05-26,WW,RDO,GE90
2413,906788,2018-01-05,WW,RDO,GE90
2414,906788,2018-05-02,WW,RDO,GE90
2415,956417,2016-06-09,WW,FDM,GENX
2416,956417,2016-11-19,WW,RDO,GENX
2417,573773,2017-06-12,WW,RDO,CFM56
2418,573773,2018-05-03,WW,RDO,CFM56
2419,699154,2011-02-22,WW,RDO,CFM56
2420,731824,2010-10-12,WW,RDO,CFM56
2421,733352,2011-05-07,WW,RDO,CFM56
2422,894722,2011-03-04,WW,RDO,CFM56
2423,894722,2012-04-18,WW,RDO,CFM56
2424,894722,2012-10-30,WW,RDO,CFM56
2425,894722,2013-06-01,WW,RDO,CFM56
2426,894722,2013-12-01,WW,RDO,CFM56
2427,894722,2014-06-22,WW,RDO,CFM56
2428,894722,2014-12-31,WW,RDO,CFM56
2429,894722,2016-10-29,WW,RDO,CFM56
2430,702883,2011-02-27,WW,RDO,CF6
2431,702883,2016-07-21,WW,RDO,CF6
2432,702883,2017-08-14,WW,RDO,CF6
2433,658268,2016-09-03,WW,RDO,CFM56
2434,658268,2017-04-16,WW,RDO,CFM56
2435,658268,2017-08-11,WW,RDO,CFM56
2436,658268,2017-11-29,WW,RDO,CFM56
2437,658268,2018-03-17,WW,RDO,CFM56
2438,706332,2011-07-23,WW,RDO,CF6
2439,706809,2013-11-30,WW,RDO,CF6
2440,706809,2016-06-13,WW,RDO,CF6
2441,706809,2016-12-04,WW,RDO,CF6
2442,706809,2017-05-16,WW,RDO,CF6
2443,706809,2017-11-24,WW,RDO,CF6
2444,706809,2018-05-06,WW,RDO,CF6
2445,193727,2016-09-11,WW,RDO,CF34
2446,741593,2011-09-24,WW,RDO,CFM56
2447,741593,2012-02-15,WW,RDO,CFM56
2448,858726,2011-03-19,WW,RDO,CFM56
2449,858726,2011-11-10,WW,RDO,CFM56
2450,858726,2012-08-07,WW,RDO,CFM56
2451,858726,2013-12-09,WW,RDO,CFM56
2452,863408,2016-11-20,WW,RDO,CFM56
2453,804387,2011-05-06,WW,RDO,CFM56
2454,804387,2011-11-24,WW,RDO,CFM56
2455,804387,2012-06-02,WW,RDO,CFM56
2456,804387,2012-12-02,WW,RDO,CFM56
2457,804387,2013-06-21,WW,RDO,CFM56
2458,804387,2014-07-16,WW,RDO,CFM56
2459,804387,2016-10-26,WW,RDO,CFM56
2460,804867,2011-11-07,WW,RDO,CFM56
2461,804867,2012-05-08,WW,RDO,CFM56
2462,804867,2012-11-13,WW,RDO,CFM56
2463,804867,2013-06-10,WW,RDO,CFM56
2464,804867,2014-06-26,WW,RDO,CFM56
2465,804867,2016-06-18,WW,RDO,CFM56
2466,804867,2016-10-08,WW,RDO,CFM56
2467,811130,2007-01-06,WW,RDO,CF6
2468,811130,2007-09-17,WW,RDO,CF6
2469,811130,2008-07-22,WW,FDM,CF6
2470,811130,2009-04-21,WW,FDM,CF6
2471,865359,2016-11-05,WW,RDO,CFM56
2472,658444,2014-06-24,WW,RDO,CFM56
2473,658444,2016-11-27,WW,RDO,CFM56
2474,890824,2012-03-28,WW,RDO,CFM56
2475,894753,2011-08-22,WW,RDO,CFM56
2476,896448,2010-10-15,WW,RDO,CFM56
2477,896448,2015-02-16,WW,RDO,CFM56
2478,896448,2016-09-04,WW,RDO,CFM56
2479,896448,2017-05-28,WW,RDO,CFM56
2480,896448,2017-11-06,WW,RDO,CFM56
2481,896448,2018-02-16,WW,RDO,CFM56
2482,896696,2011-04-22,WW,RDO,CFM56
2483,896696,2012-05-08,WW,RDO,CFM56
2484,896696,2012-11-24,WW,RDO,CFM56
2485,896696,2013-04-11,WW,RDO,CFM56
2486,896696,2013-10-20,WW,RDO,CFM56
2487,896696,2014-05-07,WW,RDO,CFM56
2488,896696,2014-11-04,WW,RDO,CFM56
2489,896696,2016-07-30,WW,RDO,CFM56
2490,890526,2015-11-12,WW,RDO,CFM56
2491,862546,2016-05-23,WW,RDO,CFM56
2492,862546,2016-09-07,WW,RDO,CFM56
2493,862546,2016-12-22,WW,RDO,CFM56
2494,892952,2012-04-16,WW,RDO,CFM56
2495,894691,2010-09-14,WW,RDO,CFM56
2496,573181,2016-10-09,WW,RDO,CFM56
2497,573181,2017-03-24,WW,FDM,CFM56
2498,573400,2016-05-19,WW,RDO,CFM56
2499,573400,2016-08-02,WW,RDO,CFM56
2500,699262,2011-03-22,WW,RDO,CFM56
2501,702724,2013-04-12,WW,RDO,CF6
2502,811137,2010-08-18,WW,RDO,CF6
2503,811137,2011-10-28,WW,RDO,CF6
2504,888858,2013-09-17,WW,RDO,CFM56
2505,888858,2014-04-30,WW,RDO,CFM56
2506,889765,2013-09-14,WW,RDO,CFM56
2507,889765,2014-05-07,WW,RDO,CFM56
2508,960196,2012-02-27,WW,RDO,CFM56
2509,960196,2012-09-13,WW,RDO,CFM56
2510,960196,2013-04-07,WW,RDO,CFM56
2511,960196,2013-10-24,WW,RDO,CFM56
2512,960196,2014-05-05,WW,RDO,CFM56
2513,960196,2014-11-13,WW,RDO,CFM56
2514,960196,2016-09-20,WW,RDO,CFM56
2515,573399,2016-05-19,WW,RDO,CFM56
2516,573399,2016-08-02,WW,RDO,CFM56
2517,577681,2011-02-24,WW,RDO,CFM56
2518,655114,2016-07-14,WW,RDO,CFM56
2519,706891,2011-05-22,WW,RDO,CF6
2520,731662,2014-05-22,WW,RDO,CFM56
2521,731662,2017-04-12,WW,RDO,CFM56
2522,731662,2018-03-07,WW,RDO,CFM56
2523,804377,2016-10-24,WW,RDO,CFM56
2524,804377,2017-04-29,WW,RDO,CFM56
2525,804377,2017-11-21,WW,RDO,CFM56
2526,193370,2012-03-06,WW,RDO,CF34
2527,862747,2016-06-08,WW,RDO,CFM56
2528,862747,2016-09-28,WW,RDO,CFM56
2529,888766,2012-10-15,WW,FDM,CFM56
2530,661746,2016-08-15,WW,RDO,CFM56
2531,661746,2016-12-04,WW,RDO,CFM56
2532,702842,2014-02-11,WW,RDO,CF6
2533,703139,2010-12-08,WW,RDO,CF6
2534,703139,2013-12-14,WW,RDO,CF6
2535,703139,2016-10-20,WW,RDO,CF6
2536,703139,2017-07-20,WW,RDO,CF6
2537,703139,2018-01-22,WW,RDO,CF6
2538,896234,2010-10-08,WW,RDO,CFM56
2539,655109,2015-11-21,WW,RDO,CFM56
2540,655109,2016-10-26,WW,RDO,CFM56
2541,704241,2014-05-22,WW,RDO,CF6
2542,704241,2016-02-12,WW,RDO,CF6
2543,704241,2017-08-07,WW,RDO,CF6
2544,906765,2016-11-03,WW,RDO,GE90
2545,906765,2017-07-23,WW,RDO,GE90
2546,906765,2018-01-01,WW,RDO,GE90
2547,706475,2010-10-14,WW,RDO,CF6
2548,706475,2014-04-02,WW,RDO,CF6
2549,706475,2016-08-01,WW,RDO,CF6
2550,706475,2016-11-11,WW,RDO,CF6
2551,706475,2017-05-24,WW,RDO,CF6
2552,706475,2017-10-10,WW,RDO,CF6
2553,706475,2018-04-22,WW,RDO,CF6
2554,706812,2010-07-16,WW,RDO,CF6
2555,706946,2012-03-01,WW,RDO,CF6
2556,706946,2015-11-07,WW,FDM,CF6
2557,706946,2016-04-20,WW,RDO,CF6
2558,706946,2016-09-30,WW,RDO,CF6
2559,706946,2017-08-30,WW,RDO,CF6
2560,706946,2017-12-27,WW,RDO,CF6
2561,706946,2018-03-20,WW,RDO,CF6
2562,892959,2011-03-30,WW,RDO,CFM56
2563,892959,2011-10-12,WW,RDO,CFM56
2564,892959,2012-02-24,WW,RDO,CFM56
2565,892959,2012-07-13,WW,RDO,CFM56
2566,892959,2012-11-22,WW,RDO,CFM56
2567,892959,2013-03-08,WW,RDO,CFM56
2568,892959,2013-05-09,WW,RDO,CFM56
2569,892959,2013-07-09,WW,RDO,CFM56
2570,892959,2014-07-16,WW,RDO,CFM56
2571,892959,2014-11-10,WW,RDO,CFM56
2572,892959,2015-02-16,WW,RDO,CFM56
2573,892959,2015-04-20,WW,RDO,CFM56
2574,892959,2016-09-23,WW,RDO,CFM56
2575,731403,2012-02-12,WW,RDO,CFM56
2576,731403,2016-12-27,WW,RDO,CFM56
2577,785740,2011-03-05,WW,RDO,CT7
2578,785740,2011-04-02,WW,RDO,CT7
2579,785740,2012-07-17,WW,RDO,CT7
2580,785740,2013-12-22,WW,RDO,CT7
2581,785740,2014-07-21,WW,RDO,CT7
2582,785740,2014-11-02,WW,RDO,CT7
2583,785740,2014-12-08,WW,RDO,CT7
2584,785740,2015-01-05,WW,RDO,CT7
2585,785740,2015-04-13,WW,RDO,CT7
2586,962969,2014-01-19,WW,RDO,CFM56
2587,962969,2014-07-20,WW,RDO,CFM56
2588,962969,2016-07-20,WW,RDO,CFM56
2589,962969,2016-11-05,WW,RDO,CFM56
2590,802810,2011-03-12,WW,RDO,CFM56
2591,802810,2012-10-14,WW,RDO,CFM56
2592,802810,2014-05-16,WW,RDO,CFM56
2593,802810,2014-11-03,WW,RDO,CFM56
2594,802810,2016-08-29,WW,RDO,CFM56
2595,802810,2016-12-12,WW,RDO,CFM56
2596,906502,2017-06-21,WW,RDO,GE90
2597,906529,2014-04-19,WW,RDO,GE90
2598,906529,2015-01-17,WW,RDO,GE90
2599,907663,2018-04-10,WW,RDO,GE90
2600,960315,2013-04-24,WW,RDO,CFM56
2601,960315,2013-11-08,WW,RDO,CFM56
2602,960315,2014-05-20,WW,RDO,CFM56
2603,960315,2014-11-13,WW,RDO,CFM56
2604,960315,2015-10-12,WW,RDO,CFM56
2605,960315,2016-10-24,WW,RDO,CFM56
2606,960488,2012-09-08,WW,RDO,CFM56
2607,960488,2013-03-30,WW,RDO,CFM56
2608,960488,2013-10-10,WW,RDO,CFM56
2609,960488,2014-04-10,WW,RDO,CFM56
2610,960488,2014-10-18,WW,RDO,CFM56
2611,960488,2016-06-13,WW,RDO,CFM56
2612,960488,2016-10-21,WW,RDO,CFM56
2613,660114,2016-09-14,WW,RDO,CFM56
2614,660114,2017-05-08,WW,RDO,CFM56
2615,660114,2017-09-01,WW,RDO,CFM56
2616,660114,2018-03-30,WW,RDO,CFM56
2617,702291,2013-11-17,WW,RDO,CF6
2618,706155,2015-09-17,WW,RDO,CF6
2619,706497,2010-09-02,WW,RDO,CF6
2620,706497,2015-04-23,WW,FDM,CF6
2621,706497,2016-05-27,WW,RDO,CF6
2622,706497,2017-03-25,WW,RDO,CF6
2623,706497,2018-04-20,WW,RDO,CF6
2624,195219,2012-12-05,WW,RDO,CF34
2625,195219,2012-12-29,WW,RDO,CF34
2626,195219,2013-05-20,WW,RDO,CF34
2627,741793,2012-04-16,WW,RDO,CFM56
2628,424358,2014-03-31,WW,RDO,CF34
2629,894956,2015-02-11,WW,RDO,CFM56
2630,858220,2012-07-29,WW,RDO,CFM56
2631,858220,2012-12-09,WW,RDO,CFM56
2632,862588,2016-08-01,WW,FDM,CFM56
2633,888448,2013-04-30,WW,RDO,CFM56
2634,690366,2010-10-17,WW,RDO,CF6
2635,658912,2014-12-10,WW,RDO,CFM56
2636,658912,2016-01-17,WW,RDO,CFM56
2637,658912,2016-11-21,WW,RDO,CFM56
2638,731711,2011-08-27,WW,RDO,CFM56
2639,896945,2011-03-19,WW,RDO,CFM56
2640,896945,2011-09-27,WW,RDO,CFM56
2641,896945,2012-03-31,WW,RDO,CFM56
2642,896945,2012-08-05,WW,RDO,CFM56
2643,896945,2012-12-13,WW,RDO,CFM56
2644,896945,2013-04-29,WW,RDO,CFM56
2645,896945,2013-08-26,WW,RDO,CFM56
2646,896945,2014-10-22,WW,RDO,CFM56
2647,959367,2014-08-01,WW,RDO,GENX
2648,896945,2015-02-21,WW,RDO,CFM56
2649,896945,2016-11-06,WW,RDO,CFM56
2650,906145,2016-08-12,WW,RDO,GE90
2651,906145,2016-12-11,WW,RDO,GE90
2652,906145,2017-05-13,WW,RDO,GE90
2653,906145,2017-08-23,WW,RDO,GE90
2654,862594,2016-05-25,WW,RDO,CFM56
2655,862594,2016-09-13,WW,RDO,CFM56
2656,864295,2016-10-12,WW,RDO,CFM56
2657,907636,2015-03-21,WW,RDO,GE90
2658,857738,2011-03-21,WW,RDO,CFM56
2659,857738,2017-09-05,WW,RDO,CFM56
2660,857738,2017-12-10,WW,RDO,CFM56
2661,857738,2018-04-27,WW,RDO,CFM56
2662,906511,2017-03-09,WW,RDO,GE90
2663,906511,2017-07-25,WW,RDO,GE90
2664,906511,2017-12-30,WW,RDO,GE90
2665,906511,2018-04-26,WW,RDO,GE90
2666,907762,2015-12-02,WW,RDO,GE90
2667,907762,2017-04-03,WW,RDO,GE90
2668,907762,2018-03-08,WW,RDO,GE90
2669,731825,2012-08-09,WW,RDO,CFM56
2670,731825,2013-05-23,WW,RDO,CFM56
2671,731825,2016-05-30,WW,RDO,CFM56
2672,731825,2016-09-28,WW,RDO,CFM56
2673,731825,2016-11-15,WW,RDO,CFM56
2674,731825,2017-03-16,WW,RDO,CFM56
2675,802171,2010-12-11,WW,RDO,CFM56
2676,802171,2011-07-02,WW,RDO,CFM56
2677,802171,2012-01-07,WW,RDO,CFM56
2678,802171,2012-07-16,WW,RDO,CFM56
2679,802171,2012-10-28,WW,RDO,CFM56
2680,802171,2013-03-05,WW,RDO,CFM56
2681,802171,2013-11-15,WW,RDO,CFM56
2682,802171,2014-07-22,WW,RDO,CFM56
2683,802171,2014-11-20,WW,RDO,CFM56
2684,802171,2015-02-28,WW,RDO,CFM56
2685,802171,2015-05-25,WW,RDO,CFM56
2686,802171,2015-08-29,WW,RDO,CFM56
2687,802171,2016-12-13,WW,RDO,CFM56
2688,803687,2010-09-21,WW,RDO,CFM56
2689,577514,2017-04-07,WW,FDM,CFM56
2690,577800,2011-04-11,WW,RDO,CFM56
2691,661313,2016-10-18,WW,RDO,CFM56
2692,707181,2014-04-04,WW,RDO,CF6
2693,707181,2017-03-12,WW,RDO,CF6
2694,707181,2017-07-16,WW,RDO,CF6
2695,707181,2017-11-29,WW,RDO,CF6
2696,706153,2011-02-03,WW,RDO,CF6
2697,706153,2014-09-04,WW,RDO,CF6
2698,706153,2017-03-25,WW,RDO,CF6
2699,706153,2017-07-31,WW,RDO,CF6
2700,731475,2010-12-09,WW,RDO,CFM56
2701,731475,2011-08-28,WW,RDO,CFM56
2702,741594,2011-02-05,WW,RDO,CFM56
2703,741594,2011-04-06,WW,RDO,CFM56
2704,741594,2011-06-01,WW,RDO,CFM56
2705,741594,2011-07-18,WW,RDO,CFM56
2706,804197,2014-09-10,WW,FDM,CFM56
2707,856334,2012-03-24,WW,RDO,CFM56
2708,856334,2012-08-05,WW,RDO,CFM56
2709,889151,2014-08-09,WW,RDO,CFM56
2710,193701,2014-03-30,WW,RDO,CF34
2711,890136,2012-09-03,WW,RDO,CFM56
2712,894299,2011-11-05,WW,RDO,CFM56
2713,894299,2012-05-20,WW,RDO,CFM56
2714,894299,2012-12-13,WW,RDO,CFM56
2715,894299,2013-07-05,WW,RDO,CFM56
2716,894299,2014-01-21,WW,RDO,CFM56
2717,894299,2014-08-04,WW,RDO,CFM56
2718,894299,2016-11-13,WW,RDO,CFM56
2719,906124,2016-07-30,WW,RDO,GE90
2720,906124,2016-11-12,WW,RDO,GE90
2721,906124,2017-03-27,WW,RDO,GE90
2722,906124,2017-06-02,WW,RDO,GE90
2723,906124,2017-08-04,WW,RDO,GE90
2724,577442,2015-01-03,WW,RDO,CFM56
2725,894723,2011-03-04,WW,RDO,CFM56
2726,894723,2012-03-28,WW,RDO,CFM56
2727,894723,2012-11-18,WW,RDO,CFM56
2728,894723,2013-06-11,WW,RDO,CFM56
2729,894723,2013-12-23,WW,RDO,CFM56
2730,894723,2014-07-27,WW,RDO,CFM56
2731,894723,2016-05-20,WW,RDO,CFM56
2732,894723,2016-09-30,WW,RDO,CFM56
2733,960555,2012-08-06,WW,RDO,CFM56
2734,960555,2013-02-08,WW,RDO,CFM56
2735,960555,2013-08-25,WW,RDO,CFM56
2736,960555,2014-03-05,WW,RDO,CFM56
2737,960555,2014-09-06,WW,RDO,CFM56
2738,960555,2016-12-09,WW,RDO,CFM56
2739,785305,2012-02-19,WW,RDO,CT7
2740,785510,2009-05-29,WW,RDO,CT7
2741,785510,2009-07-30,WW,RDO,CT7
2742,785510,2009-09-15,WW,RDO,CT7
2743,785510,2009-10-23,WW,RDO,CT7
2744,785510,2009-12-05,WW,RDO,CT7
2745,785510,2010-01-26,WW,RDO,CT7
2746,785510,2010-04-01,WW,RDO,CT7
2747,785510,2010-05-22,WW,RDO,CT7
2748,785510,2010-07-04,WW,RDO,CT7
2749,785510,2010-08-15,WW,RDO,CT7
2750,785510,2010-09-22,WW,RDO,CT7
2751,785510,2010-11-04,WW,RDO,CT7
2752,785510,2010-12-16,WW,RDO,CT7
2753,785510,2011-01-31,WW,RDO,CT7
2754,785510,2011-03-20,WW,RDO,CT7
2755,785510,2011-04-30,WW,RDO,CT7
2756,785510,2011-06-11,WW,RDO,CT7
2757,785510,2011-07-24,WW,RDO,CT7
2758,785794,2011-06-13,WW,RDO,CT7
2759,785794,2011-09-08,WW,RDO,CT7
2760,785794,2014-07-25,WW,RDO,CT7
2761,785794,2014-10-25,WW,RDO,CT7
