,esn,wash_date,wash_type,source_type,engine_family
1312,706492,2016-01-06,WW,RDO,CF6
1313,697457,2011-05-02,WW,RDO,CFM56
1314,956381,2016-04-21,WW,RDO,GENX
1315,706883,2016-01-16,WW,RDO,CF6
1316,862897,2016-10-27,WW,RDO,CFM56
1317,577729,2015-01-03,WW,RDO,CFM56
1318,858526,2016-09-11,WW,RDO,CFM56
1319,858432,2017-11-27,WW,RDO,CFM56
1320,857489,2012-03-23,WW,RDO,CFM56
1321,860258,2016-12-23,WW,RDO,CFM56
1322,863741,2016-12-23,WW,RDO,CFM56
1323,896794,2017-10-18,WW,RDO,CFM56-7B
1324,896793,2016-08-13,WW,RDO,CFM56-7B
1325,575279,2013-04-15,WW,RDO,CFM56
1326,785509,2014-07-08,WW,RDO,CT7
1327,811118,2007-04-06,WW,RDO,CF6
1328,874292,2016-09-29,WW,RDO,CFM56
1329,893421,2014-11-18,WW,RDO,CFM56
1330,897697,2012-01-31,WW,RDO,CFM56
1331,892786,2012-04-05,WW,RDO,CFM56
1332,963112,2016-12-21,WW,RDO,CFM56-7B
1333,894974,2013-06-18,WW,RDO,CFM56-7B
1334,785151,2010-03-20,WW,RDO,CT7
1335,804867,2012-11-12,WW,RDO,CFM56-7B
1336,802749,2013-07-06,WW,RDO,CFM56-7B
1337,785739,2010-10-26,WW,RDO,CT7
1338,891345,2010-12-23,WW,RDO,CFM56
1339,193285,2011-06-19,WW,RDO,CF34
1340,906650,2013-12-03,WW,RDO,GE90
1341,802784,2014-01-22,WW,RDO,CFM56
1342,702805,2011-05-31,WW,RDO,CF6
1343,741593,2011-09-23,WW,RDO,CFM56
1344,889571,2013-03-06,WW,RDO,CFM56
1345,894556,2013-05-23,WW,RDO,CFM56
1346,660601,2016-11-28,WW,RDO,CFM56
1347,706687,2013-06-09,WW,RDO,CF6
1348,569315,2015-11-03,WW,RDO,CFM56
1349,785763,2012-07-14,WW,RDO,CT7
1350,697818,2010-07-14,WW,RDO,CFM56
1351,660266,2020-03-23,WW,FDM,CFM56
1352,704766,2014-11-05,WW,RDO,CF6
1353,785793,2015-04-20,WW,RDO,CT7
1354,706917,2016-10-04,WW,RDO,CF6
1355,710101,2020-09-02,WW,RDO,CFM56
1356,707148,2020-08-21,WW,RDO,CF6
1357,704766,2016-02-13,WW,RDO,CF6
1358,804570,2013-11-12,WW,RDO,CFM56
1359,785420,2010-12-16,WW,RDO,CT7
1360,741613,2012-03-02,WW,RDO,CFM56
1361,706487,2017-06-04,WW,RDO,CF6
1362,193727,2016-09-10,WW,RDO,CF34
1363,697197,2010-09-03,WW,RDO,CFM56
1364,890430,2012-05-25,WW,RDO,CFM56
1365,785425,2007-09-01,WW,RDO,CT7
1366,888766,2012-10-14,WW,RDO,CFM56
1367,785151,2010-05-06,WW,RDO,CT7
1368,802804,2013-06-18,WW,RDO,CFM56
1369,785795,2011-09-15,WW,RDO,CT7
1370,731663,2013-10-29,WW,RDO,CFM56
1371,874273,2014-02-17,WW,RDO,CFM56
1372,785794,2014-12-16,WW,RDO,CT7
1373,785614,2014-09-11,WW,RDO,CT7
1374,892708,2013-11-16,WW,RDO,CFM56
1375,965467,2011-06-16,WW,RDO,CF34
1376,894722,2013-05-31,WW,RDO,CFM56
1377,892399,2015-08-12,WW,RDO,CFM56
1378,731475,2011-08-27,WW,RDO,CFM56
1379,906788,2014-05-25,WW,RDO,GE90
1380,569930,2016-06-17,WW,RDO,CFM56
1381,785731,2014-06-27,WW,RDO,CT7
1382,779423,2012-04-19,WW,RDO,CFM56
1383,598153,2020-08-18,WW,FDM,LEAP
1384,697960,2010-07-20,WW,RDO,CFM56
1385,658127,2016-11-08,WW,RDO,CFM56
1386,690366,2010-10-16,WW,RDO,CF6
1387,706503,2014-09-04,WW,RDO,CF6
1388,858723,2012-12-05,WW,RDO,CFM56
1389,194237,2020-08-13,WW,RDO,CF34
1390,804420,2014-12-18,WW,RDO,CFM56-7B
1391,802308,2014-07-08,WW,RDO,CFM56-7B
1392,702743,2016-05-18,WW,RDO,CF6
1393,779899,2011-03-09,WW,RDO,CFM56
1394,960255,2013-10-08,WW,RDO,CFM56-7B
1395,959735,2020-08-26,WW,RDO,GENX-2B
1396,695592,2013-02-28,WW,RDO,CF6
1397,862953,2016-10-17,WW,RDO,CFM56-7B
1398,894199,2016-07-14,WW,RDO,CFM56
1399,862694,2016-07-16,WW,RDO,CFM56
1400,876549,2012-04-16,WW,RDO,CFM56
1401,785578,2014-08-29,WW,RDO,CT7
1402,785577,2011-03-04,WW,RDO,CT7
1403,906186,2012-03-09,WW,RDO,GE90
1404,894199,2011-02-18,WW,RDO,CFM56
1405,706926,2010-09-05,WW,RDO,CF6
1406,897181,2014-08-27,WW,RDO,CFM56-7B
1407,811134,2010-08-30,WW,RDO,CF6
1408,706492,2010-10-16,WW,RDO,CF6
1409,894611,2016-11-05,WW,RDO,CFM56
1410,741659,2011-08-04,WW,RDO,CFM56
1411,643854,2014-05-29,WW,RDO,CFM56
1412,706980,2017-08-13,WW,RDO,CF6-80C
1413,577810,2010-03-10,WW,RDO,CFM56
1414,891188,2011-03-13,WW,RDO,CFM56
1415,785595,2015-06-08,WW,RDO,CT7
1416,643573,2013-10-27,WW,RDO,CFM56
1417,785654,2014-06-20,WW,RDO,CT7
1418,785594,2010-12-03,WW,RDO,CT7
1419,658539,2014-07-15,WW,RDO,CFM56-7B
1420,741640,2012-06-14,WW,RDO,CFM56
1421,864335,2017-02-01,WW,RDO,CFM56
1422,660858,2020-03-27,WW,FDM,CFM56
1423,731842,2017-05-03,WW,RDO,CFM56
1424,802173,2012-07-15,WW,RDO,CFM56-7B
1425,901493,2020-08-29,WW,FDM,GE90
1426,697864,2010-05-15,WW,RDO,CFM56-5B
1427,890408,2016-01-19,WW,RDO,CFM56
1428,811119,2011-05-12,WW,RDO,CF6
1429,906124,2017-03-26,WW,RDO,GE90
1430,741590,2011-07-07,WW,RDO,CFM56
1431,704614,2011-02-28,WW,RDO,CF6
1432,906721,2017-02-19,WW,RDO,GE90
1433,862652,2016-11-03,WW,RDO,CFM56
1434,424241,2014-04-08,WW,RDO,CF34-10E
1435,702525,2013-12-12,WW,RDO,CF6
1436,785151,2010-08-08,WW,RDO,CT7
1437,655105,2016-05-02,WW,RDO,CFM56
1438,706991,2017-06-23,WW,RDO,CF6-80C
1439,906272,2017-09-11,WW,RDO,GE90
1440,805888,2015-05-12,WW,RDO,CFM56
1441,894195,2013-08-19,WW,RDO,CFM56
1442,960285,2020-08-06,WW,FDM,CFM56
1443,894353,2013-05-14,WW,RDO,CFM56
1444,906241,2017-03-12,WW,RDO,GE90
1445,731819,2014-04-07,WW,RDO,CFM56
1446,657449,2020-07-22,WW,FDM,CFM56
1447,741613,2012-01-09,WW,RDO,CFM56
1448,599580,2020-08-25,WW,FDM,LEAP
1449,699170,2020-08-07,WW,FDM,CFM56
1450,785731,2011-09-02,WW,RDO,CT7
1451,862356,2016-10-22,WW,RDO,CFM56
1452,811130,2007-01-05,WW,RDO,CF6
1453,856334,2012-08-04,WW,RDO,CFM56
1454,864349,2020-08-25,WW,RDO,CFM56
1455,598531,2020-08-22,WW,FDM,LEAP
1456,804391,2013-06-20,WW,RDO,CFM56-7B
1457,906242,2014-05-24,WW,RDO,GE90
1458,859159,2016-10-07,WW,RDO,CFM56
1459,573936,2017-06-21,WW,RDO,CFM56-5B
1460,731487,2011-08-25,WW,RDO,CFM56
1461,785614,2014-11-16,WW,RDO,CT7
1462,961992,2014-02-17,WW,RDO,CFM56-7B
1463,962812,2016-08-06,WW,RDO,CFM56-7B
1464,697428,2015-03-25,WW,RDO,CFM56
1465,906272,2013-04-11,WW,RDO,GE90
1466,894611,2011-01-06,WW,RDO,CFM56
1467,858137,2013-04-14,WW,RDO,CFM56
1468,575465,2011-02-28,WW,RDO,CFM56
1469,785416,2012-04-07,WW,RDO,CT7
1470,741637,2012-01-03,WW,RDO,CFM56
1471,706997,2016-04-19,WW,RDO,CF6-80C
1472,962108,2014-03-05,WW,RDO,CFM56-7B
1473,894121,2013-06-22,WW,RDO,CFM56
1474,598711,2020-08-27,WW,FDM,LEAP
1475,573125,2016-09-20,WW,RDO,CFM56-5B
1476,858856,2016-11-16,WW,RDO,CFM56
1477,658741,2018-03-10,WW,RDO,CFM56
1478,894481,2014-02-11,WW,RDO,CFM56-7B
1479,906161,2018-04-04,WW,RDO,GE90
1480,702665,2018-04-08,WW,RDO,CF6
1481,965448,2020-08-17,WW,RDO,CF34
1482,785757,2013-12-11,WW,RDO,CT7
1483,811131,2012-07-15,WW,RDO,CF6
1484,577140,2012-11-23,WW,RDO,CFM56
1485,862598,2016-05-24,WW,RDO,CFM56
1486,658514,2016-09-10,WW,RDO,CFM56-7B
1487,961129,2013-09-18,WW,RDO,CFM56-7B
1488,731805,2016-08-10,WW,RDO,CFM56
1489,962558,2020-08-30,WW,RDO,CFM56
1490,785588,2014-12-09,WW,RDO,CT7
1491,891344,2013-04-03,WW,RDO,CFM56
1492,858945,2011-06-10,WW,RDO,CFM56
1493,896120,2016-12-18,WW,RDO,CFM56-7B
1494,657120,2014-02-15,WW,RDO,CFM56-7B
1495,658996,2016-09-09,WW,RDO,CFM56
1496,858609,2013-04-02,WW,RDO,CFM56
1497,873288,2012-03-11,WW,RDO,CF34
1498,655118,2016-10-24,WW,RDO,CFM56
1499,802461,2012-05-17,WW,RDO,CFM56-7B
1500,858478,2011-08-24,WW,RDO,CFM56
1501,804623,2016-09-14,WW,RDO,CFM56-7B
1502,193981,2014-04-17,WW,RDO,CF34-8E
1503,889765,2013-09-13,WW,RDO,CFM56
1504,804839,2017-10-12,WW,RDO,CFM56-7B
1505,655108,2015-11-23,WW,RDO,CFM56-7B
1506,802542,2012-03-05,WW,RDO,CFM56-7B
1507,897215,2014-12-10,WW,RDO,CFM56-7B
1508,702191,2010-09-01,WW,RDO,CF6
1509,785595,2011-09-15,WW,RDO,CT7
1510,657572,2020-04-06,WW,FDM,CFM56
1511,960790,2012-11-11,WW,RDO,CFM56-7B
1512,802427,2017-07-01,WW,RDO,CFM56
1513,785731,2014-07-25,WW,RDO,CT7
1514,893492,2012-07-08,WW,RDO,CFM56
1515,874184,2014-04-30,WW,RDO,CFM56
1516,785654,2014-12-27,WW,RDO,CT7
1517,645168,2020-08-20,WW,FDM,CFM56
1518,706800,2020-08-28,WW,RDO,CF6
1519,702961,2017-08-22,WW,RDO,CF6
1520,874292,2014-07-26,WW,RDO,CFM56
1521,958238,2020-07-20,WW,FDM,GENX
1522,906217,2018-01-20,WW,RDO,GE90
1523,785416,2015-04-06,WW,RDO,CT7
1524,706621,2014-04-04,WW,RDO,CF6
1525,704481,2011-06-04,WW,RDO,CF6
1526,802117,2017-04-11,WW,RDO,CFM56
1527,811119,2010-08-07,WW,RDO,CF6
1528,906110,2011-06-23,WW,RDO,GE90
1529,896696,2014-11-03,WW,RDO,CFM56-7B
1530,699817,2011-02-25,WW,RDO,CFM56-5B
1531,802680,2014-03-26,WW,RDO,CFM56-7B
1532,962962,2020-02-10,WW,FDM,CFM56
1533,896120,2014-12-09,WW,RDO,CFM56-7B
1534,892873,2012-04-11,WW,RDO,CFM56
1535,862821,2016-10-10,WW,RDO,CFM56
1536,864236,2020-08-18,WW,RDO,CFM56
1537,906372,2014-04-04,WW,RDO,GE90
1538,577748,2011-04-28,WW,RDO,CFM56
1539,892499,2010-09-12,WW,RDO,CFM56
1540,858712,2012-12-14,WW,RDO,CFM56
1541,894356,2013-12-03,WW,RDO,CFM56
1542,785614,2012-07-08,WW,RDO,CT7
1543,906890,2013-11-29,WW,RDO,GE90
1544,193176,2020-08-25,WW,RDO,CF34
1545,802514,2011-04-22,WW,RDO,CFM56-7B
1546,660151,2016-06-08,WW,RDO,CFM56
1547,785509,2015-09-14,WW,RDO,CT7
1548,890451,2011-12-18,WW,RDO,CFM56
1549,704740,2016-09-07,WW,RDO,CF6
1550,802322,2017-07-17,WW,RDO,CFM56-7B
1551,577751,2011-04-30,WW,RDO,CFM56
1552,893422,2013-06-30,WW,RDO,CFM56
1553,706504,2017-07-07,WW,RDO,CF6
1554,804441,2012-05-16,WW,RDO,CFM56-7B
1555,802541,2011-06-04,WW,RDO,CFM56-7B
1556,655115,2014-10-28,WW,RDO,CFM56-7B
1557,896945,2016-11-05,WW,RDO,CFM56
1558,785510,2011-07-23,WW,RDO,CT7
1559,906202,2017-02-17,WW,RDO,GE90
1560,864827,2020-07-26,WW,FDM,CFM56
1561,907724,2017-02-12,WW,RDO,GE90-100
1562,896452,2017-11-05,WW,RDO,CFM56
1563,702718,2013-11-20,WW,RDO,CF6
1564,690186,2012-04-15,WW,RDO,CF6
1565,960707,2012-10-04,WW,RDO,CFM56-7B
1566,706946,2017-08-29,WW,RDO,CF6-80C
1567,643538,2013-03-17,WW,RDO,CFM56-5B
1568,962179,2017-08-26,WW,RDO,CFM56-7B
1569,803778,2012-10-19,WW,RDO,CFM56-7B
1570,658150,2014-08-23,WW,RDO,CFM56-7B
1571,890887,2020-02-29,WW,FDM,CFM56
1572,906121,2013-04-10,WW,RDO,GE90
1573,805762,2012-10-17,WW,RDO,CFM56-7B
1574,741590,2009-12-15,WW,RDO,CFM56
1575,960481,2016-06-12,WW,RDO,CFM56-7B
1576,690186,2013-02-13,WW,RDO,CF6
1577,706361,2017-11-23,WW,RDO,CF6
1578,860186,2012-07-17,WW,RDO,CFM56
1579,802680,2020-08-31,WW,RDO,CFM56-7B
1580,706995,2013-04-10,WW,RDO,CF6-80C
1581,707145,2017-04-30,WW,RDO,CF6-80C
1582,573181,2017-03-23,WW,RDO,CFM56-5B
1583,958409,2020-07-27,WW,FDM,GENX
1584,661313,2020-08-25,WW,RDO,CFM56
1585,643170,2015-04-09,WW,RDO,CFM56-5B
1586,858520,2013-06-07,WW,RDO,CFM56
1587,896582,2017-08-08,WW,RDO,CFM56-7B
1588,962221,2016-11-16,WW,RDO,CFM56-7B
1589,802308,2016-11-27,WW,RDO,CFM56-7B
1590,894199,2014-01-11,WW,RDO,CFM56
1591,863456,2016-12-18,WW,RDO,CFM56
1592,896505,2010-10-18,WW,RDO,CFM56-7B
1593,706950,2016-07-20,WW,RDO,CF6
1594,697960,2010-01-07,WW,RDO,CFM56
1595,706645,2016-08-30,WW,RDO,CF6
1596,960255,2012-09-20,WW,RDO,CFM56-7B
1597,802749,2012-07-03,WW,RDO,CFM56-7B
1598,731663,2014-12-21,WW,RDO,CFM56
1599,702724,2013-04-11,WW,RDO,CF6
1600,697863,2009-11-12,WW,RDO,CFM56-5B
1601,906804,2017-05-17,WW,RDO,GE90
1602,896452,2017-05-27,WW,RDO,CFM56
1603,895632,2016-11-30,WW,RDO,CFM56-7B
1604,893927,2012-02-27,WW,RDO,CFM56
1605,802541,2018-02-11,WW,RDO,CFM56-7B
1606,706795,2017-05-26,WW,RDO,CF6
1607,802117,2018-04-07,WW,RDO,CFM56
1608,658304,2016-07-19,WW,RDO,CFM56-7B
1609,706461,2018-04-05,WW,RDO,CF6
1610,888420,2013-05-06,WW,RDO,CFM56
1611,804387,2011-05-05,WW,RDO,CFM56-7B
1612,804391,2011-05-05,WW,RDO,CFM56-7B
1613,599408,2020-08-16,WW,RDO,LEAP
1614,785151,2011-07-23,WW,RDO,CT7
1615,956113,2014-10-26,WW,RDO,GENX
1616,802308,2012-08-14,WW,RDO,CFM56-7B
1617,890593,2014-07-31,WW,RDO,CFM56
1618,699977,2011-03-16,WW,RDO,CFM56
1619,804441,2014-04-02,WW,RDO,CFM56-7B
1620,598171,2020-08-18,WW,FDM,LEAP
1621,960488,2012-09-07,WW,RDO,CFM56-7B
1622,863627,2016-11-18,WW,RDO,CFM56
1623,802514,2013-05-03,WW,RDO,CFM56-7B
1624,802633,2016-07-29,WW,RDO,CFM56-7B
1625,802911,2012-06-23,WW,RDO,CFM56-7B
1626,892700,2013-04-10,WW,RDO,CFM56
1627,892529,2013-09-29,WW,RDO,CFM56
1628,569170,2015-06-25,WW,RDO,CFM56
1629,802308,2011-01-23,WW,RDO,CFM56-7B
1630,961173,2015-09-01,WW,RDO,CFM56-7B
1631,804274,2012-09-24,WW,RDO,CFM56-7B
1632,896842,2014-11-15,WW,RDO,CFM56-7B
1633,598965,2020-08-14,WW,RDO,LEAP
1634,894496,2012-12-22,WW,RDO,CFM56-7B
1635,785793,2015-07-29,WW,RDO,CT7
1636,706783,2020-04-28,WW,FDM,CF6
1637,785420,2010-05-03,WW,RDO,CT7
1638,906511,2017-12-29,WW,RDO,GE90
1639,193803,2014-03-29,WW,RDO,CF34-8E
1640,896842,2012-03-25,WW,RDO,CFM56-7B
1641,802541,2016-11-03,WW,RDO,CFM56-7B
1642,598261,2020-08-14,WW,FDM,LEAP
1643,896842,2013-10-26,WW,RDO,CFM56-7B
1644,962498,2014-02-12,WW,RDO,CFM56-7B
1645,704612,2014-04-05,WW,RDO,CF6
1646,706925,2016-11-20,WW,RDO,CF6-80C
1647,704614,2011-01-07,WW,RDO,CF6
1648,961544,2013-02-07,WW,RDO,CFM56-7B
1649,785587,2015-06-02,WW,RDO,CT7
1650,785739,2012-04-04,WW,RDO,CT7
1651,960678,2020-08-20,WW,FDM,CFM56
1652,658252,2016-11-16,WW,RDO,CFM56-7B
1653,960196,2014-11-12,WW,RDO,CFM56-7B
1654,731404,2013-11-11,WW,RDO,CFM56
1655,860190,2013-01-08,WW,RDO,CFM56
1656,658269,2017-12-03,WW,RDO,CFM56-7B
1657,804429,2012-10-17,WW,RDO,CFM56-7B
1658,804775,2016-11-10,WW,RDO,CFM56-7B
1659,706497,2016-05-26,WW,RDO,CF6
1660,962749,2016-11-28,WW,RDO,CFM56
1661,706971,2020-04-23,WW,FDM,CF6
1662,892959,2012-07-12,WW,RDO,CFM56
1663,872016,2011-11-07,WW,RDO,CF34
1664,802673,2014-07-27,WW,RDO,CFM56-7B
1665,785793,2014-12-09,WW,RDO,CT7
1666,706766,2020-03-11,WW,FDM,CF6
1667,741592,2011-12-14,WW,RDO,CFM56
1668,874346,2013-05-13,WW,RDO,CFM56
1669,706718,2010-08-27,WW,RDO,CF6
1670,804429,2011-10-06,WW,RDO,CFM56-7B
1671,804387,2011-11-23,WW,RDO,CFM56-7B
1672,802247,2015-02-15,WW,RDO,CFM56-7B
1673,994716,2011-05-19,WW,RDO,CF34-10E
1674,962410,2020-08-30,WW,RDO,CFM56
1675,194529,2020-08-24,WW,RDO,CF34-8C
1676,864456,2020-08-24,WW,RDO,CFM56
1677,856751,2017-09-10,WW,RDO,CFM56
1678,896945,2013-04-28,WW,RDO,CFM56
1679,874118,2013-09-13,WW,RDO,CFM56
1680,804421,2012-11-18,WW,RDO,CFM56-7B
1681,804387,2014-07-15,WW,RDO,CFM56-7B
1682,961173,2013-09-03,WW,RDO,CFM56-7B
1683,657388,2014-03-26,WW,RDO,CFM56-7B
1684,896452,2016-09-07,WW,RDO,CFM56
1685,569232,2016-05-25,WW,RDO,CFM56-5B
1686,785739,2014-12-14,WW,RDO,CT7
1687,706645,2011-01-07,WW,RDO,CF6
1688,894722,2012-04-17,WW,RDO,CFM56
1689,706490,2016-10-05,WW,RDO,CF6
1690,894199,2016-11-09,WW,RDO,CFM56
1691,894723,2011-03-03,WW,RDO,CFM56-7B
1692,896842,2011-09-14,WW,RDO,CFM56-7B
1693,865359,2016-11-04,WW,RDO,CFM56-7B
1694,599046,2020-08-25,WW,FDM,LEAP
1695,962422,2020-07-08,WW,FDM,CFM56
1696,658268,2017-04-15,WW,RDO,CFM56-7B
1697,895301,2013-05-28,WW,RDO,CFM56
1698,894675,2012-12-28,WW,RDO,CFM56
1699,963973,2020-07-03,WW,FDM,CFM56
1700,706772,2010-07-23,WW,RDO,CF6
1701,193286,2012-11-06,WW,RDO,CF34
1702,994894,2020-03-29,WW,FDM,CF34
1703,785563,2010-10-25,WW,RDO,CT7
1704,193715,2012-07-22,WW,RDO,CF34-8E
1705,785594,2015-07-26,WW,RDO,CT7
1706,704181,2016-12-23,WW,RDO,CF6
1707,859160,2014-01-15,WW,RDO,CFM56
1708,906815,2018-03-03,WW,RDO,GE90
1709,658305,2014-10-20,WW,RDO,CFM56-7B
1710,811134,2007-11-16,WW,RDO,CF6
1711,658443,2016-11-26,WW,RDO,CFM56-7B
1712,963367,2020-03-26,WW,FDM,CFM56
1713,804735,2012-09-26,WW,RDO,CFM56-7B
1714,864165,2020-08-29,WW,RDO,CFM56-7B
1715,731345,2012-11-05,WW,RDO,CFM56
1716,858203,2016-09-14,WW,RDO,CFM56
1717,858478,2017-07-07,WW,RDO,CFM56
1718,706461,2016-11-12,WW,RDO,CF6
1719,811132,2010-02-09,WW,RDO,CF6
1720,894611,2015-12-14,WW,RDO,CFM56
1721,706621,2016-12-29,WW,RDO,CF6
1722,863632,2016-07-18,WW,RDO,CFM56
1723,965470,2012-10-22,WW,RDO,CF34
1724,731820,2013-05-22,WW,RDO,CFM56
1725,785385,2014-07-12,WW,RDO,CT7
1726,858725,2013-11-13,WW,RDO,CFM56
1727,573124,2016-09-20,WW,RDO,CFM56-5B
1728,896582,2017-04-27,WW,RDO,CFM56-7B
1729,962970,2016-09-22,WW,RDO,CFM56-7B
1730,195226,2012-12-20,WW,RDO,CF34-8C
1731,804361,2020-03-27,WW,FDM,CFM56
1732,860258,2018-01-18,WW,RDO,CFM56
1733,962604,2020-08-27,WW,RDO,CFM56-7B
1734,707181,2017-11-28,WW,RDO,CF6-80C
1735,960315,2014-11-12,WW,RDO,CFM56-7B
1736,569308,2016-04-15,WW,RDO,CFM56
1737,906218,2010-08-31,WW,RDO,GE90
1738,598307,2020-08-20,WW,FDM,LEAP
1739,958195,2020-03-14,WW,FDM,GENX
1740,890405,2016-12-17,WW,RDO,CFM56
1741,962880,2016-08-13,WW,RDO,CFM56-7B
1742,706740,2020-03-30,WW,FDM,CF6
1743,658498,2020-07-31,WW,FDM,CFM56-7B
1744,695593,2013-02-26,WW,RDO,CF6
1745,195678,2020-09-01,WW,RDO,CF34-8C
1746,906985,2020-08-29,WW,FDM,GE90
1747,658715,2020-03-03,WW,FDM,CFM56
1748,802165,2015-06-23,WW,RDO,CFM56-7B
1749,897697,2013-06-03,WW,RDO,CFM56
1750,874273,2012-03-27,WW,RDO,CFM56
1751,892499,2016-09-03,WW,RDO,CFM56
1752,862806,2016-08-28,WW,RDO,CFM56
1753,811125,2006-10-12,WW,RDO,CF6
1754,962283,2020-03-05,WW,FDM,CFM56
1755,960116,2016-12-16,WW,RDO,CFM56-7B
1756,896237,2016-07-29,WW,RDO,CFM56-7B
1757,960974,2020-03-05,WW,FDM,CFM56
1758,699921,2011-06-19,WW,RDO,CFM56-5B
1759,657742,2020-03-05,WW,FDM,CFM56
1760,896183,2015-08-17,WW,RDO,CFM56-7B
1761,958409,2020-02-22,WW,FDM,GENX
1762,994550,2020-08-23,WW,FDM,CF34
1763,802171,2012-10-27,WW,RDO,CFM56-7B
1764,577811,2010-07-10,WW,RDO,CFM56
1765,858432,2017-07-22,WW,RDO,CFM56
1766,897123,2011-09-23,WW,RDO,CFM56-7B
1767,802877,2013-11-26,WW,RDO,CFM56-7B
1768,706950,2018-04-23,WW,RDO,CF6
1769,706760,2011-02-09,WW,RDO,CF6
1770,894199,2014-10-18,WW,RDO,CFM56
1771,958342,2020-07-08,WW,FDM,GENX
1772,645460,2014-12-13,WW,RDO,CFM56
1773,785654,2014-09-30,WW,RDO,CT7
1774,894353,2014-06-30,WW,RDO,CFM56
1775,699728,2013-07-02,WW,RDO,CFM56
1776,802117,2014-07-29,WW,RDO,CFM56
1777,706993,2016-10-21,WW,RDO,CF6-80C
1778,849178,2020-08-13,WW,FDM,CFM56
1779,804391,2013-12-25,WW,RDO,CFM56-7B
1780,802994,2013-01-19,WW,RDO,CFM56-7B
1781,804942,2013-06-17,WW,RDO,CFM56
1782,785305,2012-02-18,WW,RDO,CT7
1783,731821,2017-03-03,WW,RDO,CFM56
1784,706996,2013-01-22,WW,RDO,CF6-80C
1785,704241,2016-02-11,WW,RDO,CF6
1786,706320,2016-10-16,WW,RDO,CF6
1787,804387,2013-06-20,WW,RDO,CFM56-7B
1788,731835,2010-10-16,WW,RDO,CFM56
1789,858137,2017-12-25,WW,RDO,CFM56
1790,804378,2014-04-01,WW,RDO,CFM56-7B
1791,569787,2017-04-03,WW,RDO,CFM56-5B
1792,802791,2014-05-12,WW,RDO,CFM56-7B
1793,569831,2015-10-15,WW,RDO,CFM56-5B
1794,805855,2014-06-25,WW,RDO,CFM56
1795,697114,2011-02-27,WW,RDO,CFM56-5B
1796,804867,2014-06-25,WW,RDO,CFM56-7B
1797,699474,2011-03-15,WW,RDO,CFM56-5B
1798,193841,2014-03-28,WW,RDO,CF34-8E
1799,804601,2020-04-02,WW,FDM,CFM56
1800,862688,2020-08-28,WW,RDO,CFM56
1801,802165,2012-11-12,WW,RDO,CFM56-7B
1802,731537,2010-10-16,WW,RDO,CFM56
1803,894722,2014-06-21,WW,RDO,CFM56
1804,804421,2014-06-14,WW,RDO,CFM56-7B
1805,702510,2017-05-21,WW,RDO,CF6
1806,805967,2016-11-11,WW,RDO,CFM56-7B
1807,573803,2017-07-29,WW,RDO,CFM56-5B
1808,892406,2012-11-25,WW,RDO,CFM56
1809,573289,2020-09-01,WW,RDO,CFM56
1810,961173,2012-02-10,WW,RDO,CFM56-7B
1811,706951,2017-11-09,WW,RDO,CF6
1812,962635,2013-09-29,WW,RDO,CFM56-7B
1813,862954,2017-04-02,WW,RDO,CFM56-7B
1814,697499,2020-07-19,WW,FDM,CFM56
1815,862709,2016-04-29,WW,RDO,CFM56-7B
1816,894496,2016-09-23,WW,RDO,CFM56-7B
1817,896237,2017-11-23,WW,RDO,CFM56-7B
1818,569931,2016-10-26,WW,RDO,CFM56-5B
1819,658116,2016-06-16,WW,RDO,CFM56-7B
1820,658710,2016-10-19,WW,RDO,CFM56
1821,804112,2014-08-18,WW,RDO,CFM56-7B
1822,858976,2014-06-04,WW,RDO,CFM56
1823,893927,2014-12-11,WW,RDO,CFM56
1824,962605,2020-08-27,WW,RDO,CFM56-7B
1825,804425,2013-05-09,WW,RDO,CFM56-7B
1826,706867,2010-08-21,WW,RDO,CF6
1827,643832,2020-07-14,WW,FDM,CFM56
1828,907025,2014-01-28,WW,RDO,GE90-100
1829,961174,2014-09-10,WW,RDO,CFM56-7B
1830,892754,2013-04-11,WW,RDO,CFM56-7B
1831,706970,2018-01-21,WW,RDO,CF6-80C
1832,811131,2006-02-03,WW,RDO,CF6
1833,804429,2016-07-04,WW,RDO,CFM56-7B
1834,660506,2015-07-30,WW,RDO,CFM56
1835,741590,2010-12-05,WW,RDO,CFM56
1836,873008,2012-11-10,WW,RDO,CF34
1837,894481,2011-05-18,WW,RDO,CFM56-7B
1838,962812,2016-12-03,WW,RDO,CFM56-7B
1839,896991,2012-05-28,WW,RDO,CFM56-7B
1840,862643,2016-11-23,WW,RDO,CFM56-7B
1841,802481,2013-11-30,WW,RDO,CFM56
1842,706992,2017-08-26,WW,RDO,CF6-80C
1843,785509,2011-01-16,WW,RDO,CT7
1844,785461,2010-03-31,WW,RDO,CT7
1845,785654,2014-08-29,WW,RDO,CT7
1846,804440,2017-05-02,WW,RDO,CFM56-7B
1847,902848,2020-08-26,WW,RDO,CF34
1848,706480,2014-04-04,WW,RDO,CF6
1849,661162,2016-10-02,WW,RDO,CFM56
1850,963529,2020-03-25,WW,FDM,CFM56
1851,891140,2020-02-06,WW,RDO,CFM56
1852,864817,2020-08-30,WW,RDO,CFM56
1853,690231,2018-02-11,WW,RDO,CF6
1854,706980,2013-11-27,WW,RDO,CF6-80C
1855,802461,2011-04-13,WW,RDO,CFM56-7B
1856,706481,2017-04-25,WW,RDO,CF6
