"region","customer","operator_name","tail_id","position","esn","engine_type","esn_run_no","category_count","date","flight_dttm","closest_diff_days","date_next","flight_dttm_next","start_date","sedi_ecsn","sedi_ecsn_prev","sedi_ecsv","tk_egthdm","tk_egthdm_prev","tk_egthdm_next","cr_gwfm","cr_gwfm_prev","cr_gwfm_next","cr_degt","cr_degt_prev","cr_degt_next","egtm_det","gwfm_det","degt_det","shift_cause","shift_cause_flag","egtm_det_adj","egtm_rec","gwfm_det_adj","gwfm_rec","degt_rec","egtm_recovery_ratio","gwfm_recovery_ratio","egtm_det_rec_diff","ecsw","flight_counts","egtm_dirty_det_rate","coverage_pct","Post_Removal_Flag","Rating_Flag","wash_data_gap","wash_data_gap2","quality_check1","quality_check_all","install_date","removal_date","aircraft_type","aircraft_model","engine_model","flight_counter","flight_counter_prev","flight_counter_install","washflag","data_type","adj_shift","cumu_shift_egtm","adj_shift_gwfm","cumu_shift_gwfm","counter","sv_count","category","npts","effectiveness_egtm","tk_egthdm_bfr","cr_gwfm_bfr","tk_egthdm_aft","cr_gwfm_aft","tk_egthdm_psv","cr_gwfm_psv","egm_det_bfr_psv","egm_det_aft_psv","gwfm_det_bfr_psv","gwfm_det_aft_psv","type","wash_type","engine_status"
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_15",2015-02-21 00:00:00,2015-02-20 23:24:02,-0.02,2015-02-21,2015-02-26 02:47:35,2015-02-04 13:49:14,8127,8025,8127,40.7,42,45.1,0.078,-0.291,-0.782,34.3,31.6,26.5,1.3,-0.369,-2.7,"WW",0,1.3,4.4,-0.369,-0.86,-7.8,3.385,2.331,-3.1,102,13,12.7,12.7450980392157,"NO","NO",5.12,0.02,"valid","valid",2011-01-19,,"B737-900","B737","CFM56-7",7781,7768,7781,"wash_before","averaged_40",1.3,0,-0.369,0,15,0,"WW",40,"effective",40.7,0.078,45.1,-0.782,72,1.286,31.3,26.9,-1.208,-2.068,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_16",2015-06-25 00:00:00,2015-06-24 22:54:04,-0.05,2015-06-25,2015-06-25 01:08:53,2015-02-20 23:24:02,8729,8127,8729,29.7,45.1,46.5,-0.346,-0.782,-0.379,31.9,26.5,28.3,15.4,-0.436,-5.4,"WW",0,15.4,16.8,-0.436,-0.033,-3.6,1.091,0.076,-1.4,602,513,25.6,85.2159468438538,"NO","NO",0.05,0.05,"valid","valid",2011-01-19,,"B737-900","B737","CFM56-7",8294,7781,8294,"wash_before","averaged_40",15.4,0,-0.436,0,16,0,"WW",40,"effective",29.7,-0.346,46.5,-0.379,72,1.286,42.3,25.5,-1.632,-1.665,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_17",2015-12-14 00:00:00,2015-12-13 23:37:12,-0.02,2015-12-14,2015-12-14 01:45:36,2015-06-24 22:54:04,9653,8729,9653,42.1,46.5,50,-1.096,-0.379,-0.504,23.6,28.3,25.5,4.4,0.717,4.7,"WW",0,4.4,7.9,0.717,0.592,1.9,1.795,0.826,-3.5,924,895,4.8,96.8614718614719,"NO","NO",0.07,0.02,"valid","valid",2011-01-19,,"B737-900","B737","CFM56-7",9189,8294,9189,"wash_before","averaged_40",4.4,0,0.717,0,17,0,"WW",40,"effective",42.1,-1.096,50,-0.504,72,1.286,29.9,22,-2.382,-1.79,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_18",2016-03-18 00:00:00,2016-03-17 22:17:00,-0.07,2016-03-18,2016-03-18 02:16:41,2015-12-13 23:37:12,10153,9653,10153,41.2,50,50,-0.427,-0.504,-0.934,29.1,25.5,26.6,8.8,-0.077,-3.6,"WW",0,8.8,8.8,-0.077,-0.507,-2.5,1,6.584,0,500,507,17.6,101.4,"NO","NO",0.09,0.07,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",9696,9189,9696,"wash_before","averaged_40",8.8,0,-0.077,0,18,0,"WW",40,"effective",41.2,-0.427,50,-0.934,72,1.286,30.8,22,-1.713,-2.22,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_19",2016-07-05 00:00:00,2016-07-04 14:05:29,-0.41,2016-07-05,2016-07-05 05:11:25,2016-03-17 22:17:00,10692,10153,10692,44.7,50,49.5,0.125,-0.934,-0.719,32,26.6,24.4,5.3,-1.059,-5.4,"WW",0,5.3,4.8,-1.059,-0.844,-7.6,0.906,0.797,0.5,539,482,9.8,89.4248608534323,"NO","NO",0.22,0.41,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",10178,9696,10178,"wash_before","averaged_40",5.3,0,-1.059,0,19,0,"WW",40,"effective",44.7,0.125,49.5,-0.719,72,1.286,27.3,22.5,-1.161,-2.005,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_20",2016-10-10 00:00:00,2016-10-09 12:38:47,-0.47,2016-10-10,2016-10-10 01:33:45,2016-07-04 14:05:29,11198,10692,11198,42.1,49.5,49.2,0.436,-0.719,-0.422,30,24.4,27.3,7.4,-1.155,-5.6,"WW",0,7.4,7.1,-1.155,-0.858,-2.7,0.959,0.743,0.3,506,479,14.6,94.6640316205534,"NO","NO",0.07,0.47,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",10657,10178,10657,"wash_before","averaged_40",7.4,0,-1.155,0,20,0,"WW",40,"effective",42.1,0.436,49.2,-0.422,72,1.286,29.9,22.8,-0.85,-1.708,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_21",2017-07-13 00:00:00,2017-07-12 15:13:41,-0.37,2017-07-13,2017-07-13 00:34:16,2016-10-09 12:38:47,12525,11198,12525,29.9,49.2,36.2,0.265,-0.422,0.305,39.1,27.3,37.2,19.3,-0.687,-11.8,"WW",0,19.3,6.3,-0.687,0.04,-1.9,0.326,-0.058,13,1327,1221,14.5,92.0120572720422,"NO","NO",0.02,0.37,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",11878,10657,11878,"wash_before","averaged_40",19.3,0,-0.687,0,21,0,"WW",40,"ineffective",29.9,0.265,36.2,0.305,72,1.286,42.1,35.8,-1.021,-0.981,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_22",2017-10-02 00:00:00,2017-10-01 23:09:15,-0.04,2017-10-02,2017-10-02 03:33:42,2017-07-12 15:13:41,13071,12525,13071,28.3,36.2,41.8,1.125,0.305,0.077,43.4,37.2,35.4,7.9,-0.82,-6.2,"WW",0,7.9,13.5,-0.82,-1.048,-8,1.709,1.278,-5.6,546,548,14.5,100.3663003663,"NO","NO",0.15,0.04,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",12426,11878,12426,"wash_before","averaged_40",7.9,0,-0.82,0,22,0,"WW",40,"effective",28.3,1.125,41.8,0.077,72,1.286,43.7,30.2,-0.161,-1.209,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_23",2017-12-22 00:00:00,2017-12-21 12:48:28,-0.47,2017-12-22,2017-12-22 02:18:34,2017-10-01 23:09:15,13568,13071,13568,28.8,41.8,42.5,0.054,0.077,0.499,39.8,35.4,35.4,13,0.023,-4.4,"WW",0,13,13.7,0.023,0.445,-4.4,1.054,19.348,-0.7,497,485,26.2,97.5855130784708,"NO","NO",0.1,0.47,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",12911,12426,12911,"wash_before","averaged_40",13,0,0.023,0,23,0,"WW",40,"effective",28.8,0.054,42.5,0.499,72,1.286,43.2,29.5,-1.232,-0.787,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_24",2018-01-27 00:00:00,2018-01-26 14:25:40,-0.4,2018-01-27,2018-01-27 00:45:45,2017-12-21 12:48:28,13795,13568,13795,41.3,42.5,44.8,0.488,0.499,0.525,34.3,35.4,37,1.2,0.011,1.1,"WW",0,1.2,3.5,0.011,0.037,2.7,2.917,3.364,-2.3,227,222,5.3,97.7973568281938,"NO","NO",0.03,0.4,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",13133,12911,13133,"wash_before","averaged_40",1.2,0,0.011,0,24,0,"WW",40,"effective",41.3,0.488,44.8,0.525,72,1.286,30.7,27.2,-0.798,-0.761,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_25",2018-03-11 00:00:00,2018-03-10 22:57:04,-0.04,2018-03-11,2018-03-11 00:54:57,2018-01-26 14:25:40,14064,13795,14064,30.8,44.8,40.7,0.229,0.525,0.112,41.8,37,38.4,14,0.296,-4.8,"WW",0,14,9.9,0.296,-0.117,-3.4,0.707,-0.395,4.1,269,279,,103.717472118959,"NO","NO",0.04,0.04,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",13412,13133,13412,"wash_before","averaged_40",14,0,0.296,0,25,0,"WW",40,"effective",30.8,0.229,40.7,0.112,72,1.286,41.2,31.3,-1.057,-1.174,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_26",2018-05-13 00:00:00,2018-05-12 12:49:13,-0.47,2018-05-13,2018-05-13 00:57:13,2018-03-10 22:57:04,14429,14064,14429,30.2,40.7,38.5,0.376,0.112,0.04,41.9,38.4,39.7,10.5,-0.264,-3.5,"WW",0,10.5,8.3,-0.264,-0.336,-2.2,0.79,1.273,2.2,365,386,28.8,105.753424657534,"NO","NO",0.04,0.47,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",13798,13412,13798,"wash_before","averaged_40",10.5,0,-0.264,0,26,0,"WW",40,"effective",30.2,0.376,38.5,0.04,72,1.286,41.8,33.5,-0.91,-1.246,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_27",2018-06-30 00:00:00,2018-06-29 23:46:42,-0.01,2018-06-30,2018-06-30 01:43:34,2018-05-12 12:49:13,14793,14429,14793,27.7,38.5,35.8,0.54,0.04,0.316,46.3,39.7,41.1,10.8,-0.5,-6.59999999999999,"WW",0,10.8,8.1,-0.5,-0.224,-5.2,0.75,0.448,2.7,364,306,29.7,84.0659340659341,"NO","NO",0.07,0.01,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",14104,13798,14104,"wash_before","averaged_40",10.8,0,-0.5,0,27,0,"WW",40,"effective",27.7,0.54,35.8,0.316,72,1.286,44.3,36.2,-0.746,-0.97,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_28",2018-08-10 00:00:00,2018-08-09 23:36:49,-0.02,2018-08-10,2018-08-10 01:18:49,2018-06-29 23:46:42,15065,14793,15065,28.4,35.8,0.8,0.508,0.316,0.848,40.9,41.1,72.2,7.4,-0.192,0.200000000000003,"WW",0,7.4,-27.6,-0.192,0.34,31.3,-3.73,-1.771,35,272,264,27.2,97.0588235294118,"NO","NO",0.05,0.02,"invalid","invalid",2011-01-19,,"B737-900ER","B737","CFM56-7",14368,14104,14368,"wash_before","averaged_40",7.4,0,-0.192,0,28,0,"WW",40,"ineffective",28.4,0.508,0.8,0.848,72,1.286,43.6,71.2,-0.778,-0.438,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_29",2018-09-10 00:00:00,2018-09-09 12:20:59,-0.49,2018-09-10,2018-09-10 00:24:13,2018-08-09 23:36:49,15282,15065,15282,25.4,0.8,37.8,-0.105,0.848,0.568,42.9,72.2,38.1,-24.6,0.953,29.3,"WW",0,-24.6,12.4,0.953,0.673,-4.8,-0.504,0.706,-37,217,219,,100.921658986175,"NO","NO",0.02,0.49,"invalid","invalid",2011-01-19,,"B737-900ER","B737","CFM56-7",14587,14368,14587,"wash_before","averaged_40",-24.6,0,0.953,0,29,0,"WW",40,"ineffective",25.4,-0.105,37.8,0.568,72,1.286,46.6,34.2,-1.391,-0.718,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_30",2018-11-04 00:00:00,2018-11-03 12:41:03,-0.47,2018-11-04,2018-11-04 00:17:23,2018-09-09 12:20:59,15633,15282,15633,16.8,37.8,30.8,1.201,0.568,0.748,49,38.1,43.4,21,-0.633,-10.9,"WW",0,21,14,-0.633,-0.453,-5.6,0.667,0.716,7,351,328,,93.4472934472934,"NO","NO",0.01,0.47,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",14915,14587,14915,"wash_before","averaged_40",21,0,-0.633,0,30,0,"WW",40,"effective",16.8,1.201,30.8,0.748,72,1.286,55.2,41.2,-0.085,-0.538,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_31",2018-12-31 00:00:00,2018-12-30 23:42:11,-0.01,2018-12-31,2018-12-31 02:07:19,2018-11-03 12:41:03,15924,15633,15924,35.5,30.8,37.2,0.871,0.748,0.507,43.5,43.4,39.2,-4.7,-0.123,-0.100000000000001,"WW",0,-4.7,1.7,-0.123,-0.364,-4.3,-0.362,2.959,-6.4,291,291,-16.2,100,"NO","NO",0.09,0.01,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",15206,14915,15206,"wash_before","averaged_40",-4.7,0,-0.123,0,31,0,"WW",40,"ineffective",35.5,0.871,37.2,0.507,72,1.286,36.5,34.8,-0.415,-0.779,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_32",2019-02-11 00:00:00,2019-02-10 23:05:34,-0.04,2019-02-11,2019-02-11 01:10:55,2018-12-30 23:42:11,16124,15924,16124,32.3,37.2,36.2,0.361,0.507,1.051,39.9,39.2,41.4,4.90000000000001,0.146,-0.699999999999996,"WW",0,4.90000000000001,3.90000000000001,0.146,0.69,1.5,0.796,4.726,1,200,213,24.5,106.5,"NO","NO",0.05,0.04,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",15419,15206,15419,"wash_before","averaged_40",4.90000000000001,0,0.146,0,32,0,"WW",40,"effective",32.3,0.361,36.2,1.051,72,1.286,39.7,35.8,-0.925,-0.235,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_33",2019-03-28 00:00:00,2019-03-27 23:22:57,-0.03,2019-03-28,2019-03-28 01:13:54,2019-02-10 23:05:34,16324,16124,16324,26.7,36.2,25.6,1.29,1.051,0.647,46.7,41.4,45.8,9.5,-0.239,-5.3,"WW",0,9.5,-1.1,-0.239,-0.643,-0.900000000000006,-0.116,2.69,10.6,200,183,47.5,91.5,"NO","NO",0.05,0.03,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",15602,15419,15602,"wash_before","averaged_40",9.5,0,-0.239,0,33,0,"WW",40,"ineffective",26.7,1.29,25.6,0.647,72,1.286,45.3,46.4,0.004,-0.639,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_34",2019-05-10 00:00:00,2019-05-08 02:15:31,-1.91,2019-05-10,2019-05-11 00:14:37,2019-03-27 23:22:57,16463,16324,16463,27.5,25.6,29.7,0.762,0.647,0.721,43.3,45.8,42.3,-1.9,-0.115,2.5,"WW",0,-1.9,2.2,-0.115,-0.041,-1,-1.158,0.357,-4.1,139,133,-13.7,95.6834532374101,"NO","NO",1.01,1.91,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",15735,15602,15735,"wash_before","averaged_40",-1.9,0,-0.115,0,34,0,"WW",40,"ineffective",27.5,0.762,29.7,0.721,72,1.286,44.5,42.3,-0.524,-0.565,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_35",2019-07-19 00:00:00,2019-07-18 23:26:51,-0.02,2019-07-19,2019-07-19 02:02:20,2019-05-08 02:15:31,16727,16463,16727,25.1,29.7,32.6,0.622,0.721,0.736,40.7,42.3,42.4,4.6,0.099,1.59999999999999,"WW",0,4.6,7.5,0.099,0.114,1.7,1.63,1.152,-2.9,264,272,17.4,103.030303030303,"NO","NO",0.08,0.02,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",16007,15735,16007,"wash_before","averaged_40",4.6,0,0.099,0,35,0,"WW",40,"effective",25.1,0.622,32.6,0.736,72,1.286,46.9,39.4,-0.664,-0.55,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_36",2019-09-01 00:00:00,2019-08-31 23:14:02,-0.03,2019-09-01,2019-09-01 01:54:58,2019-07-18 23:26:51,16924,16727,16924,22.5,32.6,30.9,1.393,0.736,0.214,47.5,42.4,41.9,10.1,-0.657,-5.1,"WW",0,10.1,8.4,-0.657,-1.179,-5.6,0.832,1.795,1.7,197,188,,95.4314720812183,"NO","NO",0.08,0.03,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",16195,16007,16195,"wash_before","averaged_40",10.1,0,-0.657,0,36,0,"WW",40,"effective",22.5,1.393,30.9,0.214,72,1.286,49.5,41.1,0.107,-1.072,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_37",2019-09-27 00:00:00,2019-09-26 12:04:27,-0.5,2019-09-27,2019-09-27 02:00:24,2019-08-31 23:14:02,17053,16924,17053,19.6,30.9,29.6,0.799,0.214,0.851,46.1,41.9,46.6,11.3,-0.585,-4.2,"WW",0,11.3,10,-0.585,0.0519999999999999,0.5,0.885,-0.089,1.3,129,153,,118.604651162791,"NO","NO",0.08,0.5,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",16348,16195,16348,"wash_before","averaged_40",11.3,0,-0.585,0,37,0,"WW",40,"effective",19.6,0.799,29.6,0.851,72,1.286,52.4,42.4,-0.487,-0.435,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_38",2019-11-04 00:00:00,2019-11-03 23:17:40,-0.03,2019-11-04,2019-11-04 01:18:55,2019-09-26 12:04:27,17266,17053,17266,24.7,29.6,31.2,1.531,0.851,0.442,47.4,46.6,43.2,4.9,-0.68,-0.799999999999997,"WW",0,4.9,6.5,-0.68,-1.089,-4.2,1.327,1.601,-1.6,213,320,23,150.234741784038,"NO","NO",0.05,0.03,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",16668,16348,16668,"wash_before","averaged_40",4.9,0,-0.68,0,38,0,"WW",40,"effective",24.7,1.531,31.2,0.442,72,1.286,47.3,40.8,0.245,-0.844,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_39",2019-12-07 00:00:00,2019-12-06 12:12:41,-0.49,2019-12-07,2019-12-07 00:54:21,2019-11-03 23:17:40,17425,17266,17425,27.5,31.2,35.3,0.572,0.442,1.178,39.5,43.2,44.1,3.7,-0.13,3.7,"WW",0,3.7,7.8,-0.13,0.606,4.6,2.108,-4.662,-4.1,159,241,23.3,151.572327044025,"NO","NO",0.04,0.49,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",16909,16668,16909,"wash_before","averaged_40",3.7,0,-0.13,0,39,0,"WW",40,"effective",27.5,0.572,35.3,1.178,72,1.286,44.5,36.7,-0.714,-0.108,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","WW_40",2020-02-08 00:00:00,2020-02-07 22:09:29,-0.08,2020-02-08,2020-02-08 01:38:30,2019-12-06 12:12:41,17781,17425,17781,30.4,35.3,36.6,0.965,1.178,1.394,43.5,44.1,42.2,4.9,0.213,0.600000000000001,"WW",0,4.9,6.2,0.213,0.429,-1.3,1.265,2.014,-1.3,356,419,13.8,117.696629213483,"NO","NO",0.07,0.08,"valid","valid",2011-01-19,,"B737-900ER","B737","CFM56-7",17328,16909,17328,"wash_before","averaged_40",4.9,0,0.213,0,40,0,"WW",40,"effective",30.4,0.965,36.6,1.394,72,1.286,41.6,35.4,-0.321,0.108,"Historical","WATER WASH",
"ASIA","LNI","LION MENTARI AIRLINES","LHS",2,803930,"CFM56-7B26/3","RUN_2","CURRENT",2020-09-13 08:01:34,2020-09-13 08:01:34,0,,,2019-12-18 16:24:29,19327,18756,2314,24.3,34.2,,1.506,0.858,,41.2,38.8,,9.9,-0.648,-2.40000000000001,"CURRENT",0,9.9,,-0.648,,,,,,571,563,17.3,98.5989492119089,"NO","NO",,0,,,2019-05-03,,"B737-900ER","B737","CFM56-7",18648,18085,2028,,"averaged_40",9.9,-34.7,-0.648,-0.401,0,1,"CURRENT",40,,24.3,1.506,,,36,3.006,-23,,-1.901,,"Latest",,"In Operation"
"ASIA","LNI","LION MENTARI AIRLINES","LHQ",1,804705,"CFM56-7B26/3","RUN_1","CURRENT",2020-07-02 03:05:31,2020-07-02 03:05:31,0,,,2020-02-07 22:09:29,18017,17781,18017,33,36.6,,0.562,1.394,,43.3,42.2,,3.6,0.832,-1.09999999999999,"CURRENT",0,3.6,,0.832,,,,,,236,169,15.3,71.6101694915254,"NO","NO",,0,,,2011-01-19,,"B737-900ER","B737","CFM56-7",17497,17328,17497,,"averaged_40",3.6,0,0.832,0,0,0,"CURRENT",40,,33,0.562,,,72,1.286,39,,-0.724,,"Latest",,"In Operation"
