esn,event_date,event_type,current_shop_visit_count,shop_visit,engine_family,source_type,event_date_prev,event_date_next,cr_degt_bfr,cr_degt_aft,cr_degt_prev,cr_degt_next,cr_gwfm_bfr,cr_gwfm_aft,cr_gwfm_prev,cr_gwfm_next,tk_egthdm_bfr,tk_egthdm_aft,tk_egthdm_prev,tk_egthdm_next,cr_de3d1a_bfr,cr_de3d1a_aft,cr_de3d1a_prev,cr_de3d1a_next,cr_degt_rec,cr_degt_delta_prev,cr_gwfm_rec,cr_gwfm_delta_prev,tk_egthdm_rec,tk_egthdm_delta_prev,cr_de3d1a_rec,cr_de3d1a_delta_prev,flight_dttm,rdf_sedi_ecsn,rdf_sedi_ecsv,engine_type,aircraft_id,engine_position,fleet,ecsw,ecne,esn_run_no,customer,operator_name,engine_model,zone,region,country,cr_degt_init,cr_degt_delta_init,cr_degt_aft_delta_init,cr_degt_delta_next,cr_gwfm_init,cr_gwfm_delta_init,cr_gwfm_aft_delta_init,cr_gwfm_delta_next,tk_egthdm_init,tk_egthdm_delta_init,tk_egthdm_aft_delta_init,tk_egthdm_delta_next,cr_de3d1a_init,cr_de3d1a_delta_init,cr_de3d1a_aft_delta_init,cr_de3d1a_delta_next,cr_degt_adj_summation,cr_degt_adj_summation_prev,cr_degt_adj_summation_next,cr_degt_adj_summation_next_2,cr_gwfm_adj_summation,cr_gwfm_adj_summation_prev,cr_gwfm_adj_summation_next,cr_gwfm_adj_summation_next_2,tk_egthdm_adj_summation,tk_egthdm_adj_summation_prev,tk_egthdm_adj_summation_next,tk_egthdm_adj_summation_next_2,cr_de3d1a_adj_summation,cr_de3d1a_adj_summation_prev,cr_de3d1a_adj_summation_next,cr_de3d1a_adj_summation_next_2,cr_degt_delta_init_adj,cr_degt_delta_prev_adj,cr_degt_aft_delta_init_adj,cr_degt_delta_next_adj,cr_degt_aft_delta_rate_prev_adj,cr_degt_aft_delta_rate_init_adj,cr_degt_delta_rate_next_adj,cr_gwfm_delta_init_adj,cr_gwfm_delta_prev_adj,cr_gwfm_aft_delta_init_adj,cr_gwfm_delta_next_adj,cr_gwfm_aft_delta_rate_prev_adj,cr_gwfm_aft_delta_rate_init_adj,cr_gwfm_delta_rate_next_adj,tk_egthdm_delta_init_adj,tk_egthdm_delta_prev_adj,tk_egthdm_aft_delta_init_adj,tk_egthdm_delta_next_adj,tk_egthdm_aft_delta_rate_prev_adj,tk_egthdm_aft_delta_rate_init_adj,tk_egthdm_delta_rate_next_adj,cr_de3d1a_delta_init_adj,cr_de3d1a_delta_prev_adj,cr_de3d1a_aft_delta_init_adj,cr_de3d1a_delta_next_adj,cr_de3d1a_aft_delta_rate_prev_adj,cr_de3d1a_aft_delta_rate_init_adj,cr_de3d1a_delta_rate_next_adj,cr_degt_delta_rate_prev,cr_degt_delta_rate_init,cr_degt_delta_rate_next,cr_degt_rec_ratio_prev,cr_degt_rec_ratio_init,cr_gwfm_delta_rate_prev,cr_gwfm_delta_rate_init,cr_gwfm_delta_rate_next,cr_gwfm_rec_ratio_prev,cr_gwfm_rec_ratio_init,tk_egthdm_delta_rate_prev,tk_egthdm_delta_rate_init,tk_egthdm_delta_rate_next,tk_egthdm_rec_ratio_prev,tk_egthdm_rec_ratio_init,cr_de3d1a_delta_rate_prev,cr_de3d1a_delta_rate_init,cr_de3d1a_delta_rate_next,cr_de3d1a_rec_ratio_prev,cr_de3d1a_rec_ratio_init
803930,2012-04-30,WW,0,False,CFM56,FDM,2012-01-28,2012-07-15,28.788,28.877,30.3351,28.5525,0.82715,0.72025,0.67805,0.7321,61.58,61.9902,59.5073,64.463,NULL,NULL,NULL,NULL,-0.0889492,-1.5471,0.1069,0.1491,-0.410248,2.07275,NULL,NULL,2012-04-30,4960,4960.1245,CFM56-7B26/3,LGU,1,LNI,606,480,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.324549,NULL,NULL,NULL,0.01185,NULL,NULL,NULL,2.4727,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-1.5471000671,NULL,-0.3245487213,-2.5529704078,NULL,-0.6761431694,NULL,0.1491000056,NULL,0.0118499994,0.2460396132,NULL,0.0246874988,NULL,2.0727500916,NULL,2.4727020264,3.420379689,NULL,5.1514625549,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.55297,NULL,-0.67614,0.05749,NULL,0.24604,NULL,0.02469,0.71697,NULL,3.42038,NULL,5.15146,-0.19792,NULL,NULL,NULL,NULL,NULL,NULL
803930,2012-07-15,WW,0,False,CFM56,FDM,2012-04-30,2012-12-13,28.5525,30.9468,28.877,32.8871,0.7321,0.73685,0.72025,0.43135,64.463,50.8195,61.9902,50.0487,NULL,NULL,NULL,NULL,-2.3944,-0.324549,-0.00475001,0.01185,13.6434,2.4727,NULL,NULL,2012-07-15,5440,5440.1443,CFM56-7B26/3,LGU,1,LNI,480,902,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,1.94025,NULL,NULL,NULL,-0.3055,NULL,NULL,NULL,-0.770851,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.3245487213,NULL,1.9402503967,-0.6761431694,NULL,2.1510536549,NULL,0.0118499994,NULL,-0.3055000305,0.0246874988,NULL,-0.3386918298,NULL,2.4727020264,NULL,-0.7708511353,5.1514625549,NULL,-0.8546021455,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.67614,NULL,2.15105,7.37763,NULL,0.02469,NULL,-0.33869,-0.40085,NULL,5.15146,NULL,-0.8546,5.51761,NULL,NULL,NULL,NULL,NULL,NULL
803930,2012-12-13,WW,0,False,CFM56,FDM,2012-07-15,2013-03-21,32.8871,38.2027,30.9468,38.1179,0.43135,1.14856,0.73685,1.30737,50.0487,56.3884,50.8195,57.4627,NULL,NULL,NULL,NULL,-5.31559,1.94025,-0.717205,-0.3055,-6.33969,-0.770851,NULL,NULL,2012-12-13,6342,6342.0465,CFM56-7B26/3,LGU,1,LNI,902,633,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.0848389,NULL,NULL,NULL,0.15881,NULL,NULL,NULL,1.07426,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,1.9402503967,NULL,-0.0848388672,2.1510536549,NULL,-0.1340266464,NULL,-0.3055000305,NULL,0.1588100195,-0.3386918298,NULL,0.2508847069,NULL,-0.7708511353,NULL,1.0742645264,-0.8546021455,NULL,1.6971003576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.15105,NULL,-0.13403,-2.73964,NULL,-0.33869,NULL,0.25088,2.34764,NULL,-0.8546,NULL,1.6971,8.22427,NULL,NULL,NULL,NULL,NULL,NULL
803930,2013-03-21,WW,0,False,CFM56,FDM,2012-12-13,2013-06-16,38.1179,36.0317,38.2027,35.8566,1.30737,1.0615,1.14856,1.31353,57.4627,62.8697,56.3884,61.2855,NULL,NULL,NULL,NULL,2.08616,-0.0848389,0.24587,0.15881,-5.40705,1.07426,NULL,NULL,2013-03-21,6975,6975.7209,CFM56-7B26/3,LGU,1,LNI,633,489,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.175068,NULL,NULL,NULL,0.252035,NULL,NULL,NULL,-1.58418,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.0848388672,NULL,-0.1750679016,-0.1340266464,NULL,-0.3580120687,NULL,0.1588100195,NULL,0.2520349026,0.2508847069,NULL,0.5154087987,NULL,1.0742645264,NULL,-1.5841789246,1.6971003576,NULL,-3.2396297026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.13403,NULL,-0.35801,-24.58966,NULL,0.25088,NULL,0.51541,1.5482,NULL,1.6971,NULL,-3.23963,-5.03326,NULL,NULL,NULL,NULL,NULL,NULL
803930,2013-06-16,WW,0,False,CFM56,FDM,2013-03-21,2013-09-18,35.8566,36.4675,36.0317,36.2968,1.31353,1.0463,1.0615,1.19785,61.2855,53.2765,62.8697,57.7845,NULL,NULL,NULL,NULL,-0.61087,-0.175068,0.26723,0.252035,8.00903,-1.58418,NULL,NULL,2013-06-16,7464,7464.2326,CFM56-7B26/3,LGU,1,LNI,489,558,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.170723,NULL,NULL,NULL,0.15155,NULL,NULL,NULL,4.50795,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.1750679016,NULL,-0.1707229614,-0.3580120687,NULL,-0.305955128,NULL,0.2520349026,NULL,0.1515499353,0.5154087987,NULL,0.2715948662,NULL,-1.5841789246,NULL,4.5079498291,-3.2396297026,NULL,8.0787631346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.35801,NULL,-0.30596,3.48933,NULL,0.51541,NULL,0.27159,1.06029,NULL,-3.23963,NULL,8.07876,-5.05563,NULL,NULL,NULL,NULL,NULL,NULL
803930,2013-09-18,WW,0,False,CFM56,FDM,2013-06-16,2013-12-08,36.2968,38.9104,36.4675,39.8436,1.19785,1.56802,1.0463,1.34347,57.7845,50.7134,53.2765,52.9501,NULL,NULL,NULL,NULL,-2.61362,-0.170723,-0.370175,0.15155,7.07109,4.50795,NULL,NULL,2013-09-17,8022,8022.0829,CFM56-7B26/3,LGU,1,LNI,558,518,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,0.933163,NULL,NULL,NULL,-0.22455,NULL,NULL,NULL,2.23679,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.1707229614,NULL,0.9331626892,-0.305955128,NULL,1.801472373,NULL,0.1515499353,NULL,-0.2245500088,0.2715948662,NULL,-0.4334942254,NULL,4.5079498291,NULL,2.2367858887,8.0787631346,NULL,4.3181194762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.30596,NULL,1.80147,15.30913,NULL,0.27159,NULL,-0.43349,-2.44259,NULL,8.07876,NULL,4.31812,1.56858,NULL,NULL,NULL,NULL,NULL,NULL
803930,2013-12-08,WW,0,False,CFM56,FDM,2013-09-18,2014-03-25,39.8436,38.0053,38.9104,37.8459,1.34347,1.2843,1.56802,1.07395,52.9501,63.8381,50.7134,65.0068,NULL,NULL,NULL,NULL,1.83821,0.933163,0.05917,-0.22455,-10.888,2.23679,NULL,NULL,2013-12-08,8540,8540.1304,CFM56-7B26/3,LGU,1,LNI,518,145,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.15947,NULL,NULL,NULL,-0.21035,NULL,NULL,NULL,1.16872,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0.9331626892,NULL,-0.1594696045,1.801472373,NULL,-1.0997903758,NULL,-0.2245500088,NULL,-0.2103500366,-0.4334942254,NULL,-1.4506899077,NULL,2.2367858887,NULL,1.1687164307,4.3181194762,NULL,8.0601133149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.80147,NULL,-1.09979,1.96988,NULL,-0.43349,NULL,-1.45069,-0.2635,NULL,4.31812,NULL,8.06011,-4.86769,NULL,NULL,NULL,NULL,NULL,NULL
803930,2014-03-25,WW,0,False,CFM56,FDM,2013-12-08,2014-06-16,37.8459,NULL,38.0053,NULL,1.07395,NULL,1.2843,NULL,65.0068,NULL,63.8381,NULL,NULL,NULL,NULL,NULL,NULL,-0.15947,NULL,-0.21035,NULL,1.16872,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,145,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.1594696045,NULL,NULL,-1.0997903758,NULL,NULL,NULL,-0.2103500366,NULL,NULL,-1.4506899077,NULL,NULL,NULL,1.1687164307,NULL,NULL,8.0601133149,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.09979,NULL,NULL,NULL,NULL,-1.45069,NULL,NULL,NULL,NULL,8.06011,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2014-06-16,WW,0,False,CFM56,FDM,2014-03-25,2014-08-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2014-08-04,WW,0,False,CFM56,FDM,2014-06-16,2014-09-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2014-09-16,WW,0,False,CFM56,FDM,2014-08-04,2014-12-29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2014-12-29,WW,0,False,CFM56,FDM,2014-09-16,2015-05-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2015-05-23,WW,0,False,CFM56,FDM,2014-12-29,2015-11-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2015-11-30,WW,0,False,CFM56,FDM,2015-05-23,2016-07-07,NULL,51.1967,NULL,47.9015,NULL,2.03524,NULL,2.02479,NULL,34.5348,NULL,31.8107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2013-12-31,8685,8685.9523,CFM56-7B26/3,LGU,1,LNI,0,4441,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-3.29527,NULL,NULL,NULL,-0.0104549,NULL,NULL,NULL,-2.72416,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,-3.2952728271,NULL,NULL,-0.742011445,NULL,NULL,NULL,-0.0104548931,NULL,NULL,-0.0023541754,NULL,NULL,NULL,-2.7241573334,NULL,NULL,-0.6134107934,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.74201,NULL,NULL,NULL,NULL,-0.00235,NULL,NULL,NULL,NULL,-0.61341,NULL,NULL,NULL,NULL,NULL,NULL,NULL
803930,2016-07-07,WW,0,False,CFM56,FDM,2015-11-30,2016-09-19,47.9015,51.7132,51.1967,50.4566,2.02479,2.42149,2.03524,2.49372,31.8107,24.6334,34.5348,32.5724,NULL,NULL,NULL,NULL,-3.8117,-3.29527,-0.3967,-0.0104549,7.17726,-2.72416,NULL,NULL,2016-07-07,13126,13126.7446,CFM56-7B26/3,LGU,1,LNI,4441,434,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-1.25653,NULL,NULL,NULL,0.0722251,NULL,NULL,NULL,7.93895,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-3.2952728271,NULL,-1.2565307617,-0.742011445,NULL,-2.8952321699,NULL,-0.0104548931,NULL,0.0722250938,-0.0023541754,NULL,0.1664172669,NULL,-2.7241573334,NULL,7.938949585,-0.6134107934,NULL,18.2925105644,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.74201,NULL,-2.89523,1.15672,NULL,-0.00235,NULL,0.16642,37.94395,NULL,-0.61341,NULL,18.29251,-2.63467,NULL,NULL,NULL,NULL,NULL,NULL
803930,2016-09-19,WW,0,False,CFM56,FDM,2016-07-07,2016-11-24,50.4566,48.0289,51.7132,47.5615,2.49372,2.55614,2.42149,2.56304,32.5724,32.5568,24.6334,35.528,NULL,NULL,NULL,NULL,2.42769,-1.25653,-0.0624249,0.0722251,0.0155754,7.93895,NULL,NULL,2016-09-19,13560,13560.8094,CFM56-7B26/3,LGU,1,LNI,434,225,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.467472,NULL,NULL,NULL,0.00689507,NULL,NULL,NULL,2.97121,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-1.2565307617,NULL,-0.4674720764,-2.8952321699,NULL,-2.077653673,NULL,0.0722250938,NULL,0.0068950653,0.1664172669,NULL,0.0306447347,NULL,7.938949585,NULL,2.971206665,18.2925105644,NULL,13.2053629557,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.89523,NULL,-2.07765,-1.93206,NULL,0.16642,NULL,0.03064,-0.86431,NULL,18.29251,NULL,13.20536,0.00196,NULL,NULL,NULL,NULL,NULL,NULL
803930,2016-11-24,WW,0,False,CFM56,FDM,2016-09-19,2017-03-16,47.5615,47.8875,48.0289,46.9456,2.56304,2.24462,2.55614,2.1514,35.528,29.1838,32.5568,27.4,NULL,NULL,NULL,NULL,-0.326,-0.467472,0.318415,0.00689507,6.34421,2.97121,NULL,NULL,2016-10-30,13785,13785.5079,CFM56-7B26/3,LGU,1,LNI,225,825,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.941822,NULL,NULL,NULL,-0.093225,NULL,NULL,NULL,-1.7838,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.4674720764,NULL,-0.941822052,-2.077653673,NULL,-1.1416024873,NULL,0.0068950653,NULL,-0.0932250023,0.0306447347,NULL,-0.1130000028,NULL,2.971206665,NULL,-1.7838001251,13.2053629557,NULL,-2.1621819698,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-2.07765,NULL,-1.1416,0.69737,NULL,0.03064,NULL,-0.113,46.18012,NULL,13.20536,NULL,-2.16218,2.13523,NULL,NULL,NULL,NULL,NULL,NULL
803930,2017-03-16,WW,0,False,CFM56,FDM,2016-11-24,2017-05-18,46.9456,50.5305,47.8875,50.2659,2.1514,2.08837,2.24462,1.93858,27.4,28.0176,29.1838,28.5034,NULL,NULL,NULL,NULL,-3.58484,-0.941822,0.063025,-0.093225,-0.617565,-1.7838,NULL,NULL,2017-03-16,14610,14610.3124,CFM56-7B26/3,LGU,1,LNI,825,280,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-0.264565,NULL,NULL,NULL,-0.149795,NULL,NULL,NULL,0.485855,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.941822052,NULL,-0.2645645142,-1.1416024873,NULL,-0.9448732649,NULL,-0.0932250023,NULL,-0.1497950554,-0.1130000028,NULL,-0.5349823407,NULL,-1.7838001251,NULL,0.4858551025,-2.1621819698,NULL,1.7351967948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1.1416,NULL,-0.94487,3.80628,NULL,-0.113,NULL,-0.53498,-0.67605,NULL,-2.16218,NULL,1.7352,0.34621,NULL,NULL,NULL,NULL,NULL,NULL
803930,2017-05-18,WW,0,False,CFM56,FDM,2017-03-16,2017-12-06,50.2659,50.7404,50.5305,51.2088,1.93858,1.90051,2.08837,2.26684,28.5034,23.7217,28.0176,23.1402,NULL,NULL,NULL,NULL,-0.474514,-0.264565,0.0380601,-0.149795,4.78169,0.485855,NULL,NULL,2017-05-18,14890,14890.08,CFM56-7B26/3,LGU,1,LNI,280,1251,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,0.46838,NULL,NULL,NULL,0.366325,NULL,NULL,NULL,-0.581474,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-0.2645645142,NULL,0.4683799744,-0.9448732649,NULL,0.3744044559,NULL,-0.1497950554,NULL,0.3663250208,-0.5349823407,NULL,0.292825756,NULL,0.4858551025,NULL,-0.5814743042,1.7351967948,NULL,-0.4648075973,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-0.94487,NULL,0.3744,1.79357,NULL,-0.53498,NULL,0.29283,-0.25408,NULL,1.7352,NULL,-0.46481,9.8418,NULL,NULL,NULL,NULL,NULL,NULL
803930,2017-12-06,WW,0,False,CFM56,FDM,2017-05-18,2018-01-12,51.2088,48.5932,50.7404,45.5209,2.26684,1.79823,1.90051,1.69012,23.1402,32.3557,23.7217,30.6871,NULL,NULL,NULL,NULL,2.61559,0.46838,0.468615,0.366325,-9.21541,-0.581474,NULL,NULL,2017-12-06,16141,16141.335,CFM56-7B26/3,LGU,1,LNI,1251,168,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,-3.07236,NULL,NULL,NULL,-0.1081,NULL,NULL,NULL,-1.66859,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0.4683799744,NULL,-3.0723609924,0.3744044559,NULL,-18.2878630502,NULL,0.3663250208,NULL,-0.1081000566,0.292825756,NULL,-0.6434527181,NULL,-0.5814743042,NULL,-1.6685905457,-0.4648075973,NULL,-9.9320865813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3744,NULL,-18.28786,5.58434,NULL,0.29283,NULL,-0.64345,1.27923,NULL,-0.46481,NULL,-9.93209,15.84835,NULL,NULL,NULL,NULL,NULL,NULL
803930,2018-01-12,WW,0,False,CFM56,FDM,2017-12-06,2018-04-06,45.5209,NULL,48.5932,NULL,1.69012,NULL,1.79823,NULL,30.6871,NULL,32.3557,NULL,NULL,NULL,NULL,NULL,NULL,-3.07236,NULL,-0.1081,NULL,-1.66859,NULL,NULL,2017-12-31,16309,16309.355,CFM56-7B26/3,LGU,1,LNI,168,0,1,LNI,LION MENTARI AIRLINES,CFM56-7B,INC,CSO - ASIA,INDONESIA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,-3.0723609924,NULL,NULL,-18.2878630502,NULL,NULL,NULL,-0.1081000566,NULL,NULL,-0.6434527181,NULL,NULL,NULL,-1.6685905457,NULL,NULL,-9.9320865813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-18.28786,NULL,NULL,NULL,NULL,-0.64345,NULL,NULL,NULL,NULL,-9.93209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
