,esn,event_date,ecne_sample,tk_egthdm_delta_next_adj_sample,tk_egthdm_adj_summation_prev_sample,event_type_sample,rdf_sedi_ecsv_sample,country_sample,tk_egthdm_delta_rate_prev_sample,current_shop_visit_count_sample,engine_family_sample,tk_egthdm_det_rate_init_sample,esn_run_no_sample,customer_sample,operator_name_sample,engine_model_sample,tk_egthdm_delta_prev_adj_sample,shift_cause_flag_sample,tk_egthdm_adj_summation_next_2_sample,zone_sample,tk_egthdm_adj_summation_next_sample,rdf_sedi_ecsn_sample,event_date_prev_sample,tk_egthdm_aft_delta_rate_init_adj_sample,tk_egthdm_det_rate_next_sample,aircraft_id_sample,tk_egthdm_delta_rate_next_adj_sample,install_date_sample,shift_cause_sample,region_sample,tk_egthdm_delta_rate_next_sample,source_type_sample,event_date_next_sample,tk_egthdm_ret_sample,tk_egthdm_next_sample,tk_egthdm_bfr_sample,org_key_column_sample,flight_dttm_next_sample,flight_dttm_sample,engine_position_sample,tk_egthdm_delta_init_adj_sample,tk_egthdm_delta_next_sample,tk_egthdm_adj_summation_sample,tk_egthdm_init_sample,tk_egthdm_aft_sample,ecsw_sample,fleet_sample,tk_egthdm_aft_delta_rate_prev_adj_sample,tk_egthdm_det_rate_prev_sample,engine_type_sample,tk_egthdm_delta_init_sample,tk_egthdm_aft_delta_init_adj_sample,tk_egthdm_rec_sample,tk_egthdm_delta_prev_sample,tk_egthdm_aft_delta_init_sample,tk_egthdm_rec_ratio_init_sample,tk_egthdm_delta_rate_init_sample,category_count_sample,tk_egthdm_prev_sample,quality_check_all_sample,shop_visit_sample,tk_egthdm_rec_ratio_prev_sample,ecne_aurora,tk_egthdm_delta_next_adj_aurora,tk_egthdm_adj_summation_prev_aurora,event_type_aurora,rdf_sedi_ecsv_aurora,country_aurora,tk_egthdm_delta_rate_prev_aurora,current_shop_visit_count_aurora,engine_family_aurora,tk_egthdm_det_rate_init_aurora,esn_run_no_aurora,customer_aurora,operator_name_aurora,engine_model_aurora,tk_egthdm_delta_prev_adj_aurora,shift_cause_flag_aurora,tk_egthdm_adj_summation_next_2_aurora,zone_aurora,tk_egthdm_adj_summation_next_aurora,rdf_sedi_ecsn_aurora,event_date_prev_aurora,tk_egthdm_aft_delta_rate_init_adj_aurora,tk_egthdm_det_rate_next_aurora,aircraft_id_aurora,tk_egthdm_delta_rate_next_adj_aurora,install_date_aurora,shift_cause_aurora,region_aurora,tk_egthdm_delta_rate_next_aurora,source_type_aurora,event_date_next_aurora,tk_egthdm_ret_aurora,tk_egthdm_next_aurora,tk_egthdm_bfr_aurora,org_key_column_aurora,flight_dttm_next_aurora,flight_dttm_aurora,engine_position_aurora,tk_egthdm_delta_init_adj_aurora,tk_egthdm_delta_next_aurora,tk_egthdm_adj_summation_aurora,tk_egthdm_init_aurora,tk_egthdm_aft_aurora,ecsw_aurora,fleet_aurora,tk_egthdm_aft_delta_rate_prev_adj_aurora,tk_egthdm_det_rate_prev_aurora,engine_type_aurora,tk_egthdm_delta_init_aurora,tk_egthdm_aft_delta_init_adj_aurora,tk_egthdm_rec_aurora,tk_egthdm_delta_prev_aurora,tk_egthdm_aft_delta_init_aurora,tk_egthdm_rec_ratio_init_aurora,tk_egthdm_delta_rate_init_aurora,category_count_aurora,tk_egthdm_prev_aurora,quality_check_all_aurora,shop_visit_aurora,tk_egthdm_rec_ratio_prev_aurora,tk_egthdm_bfr_comparison,tk_egthdm_bfr_difference,tk_egthdm_aft_comparison,tk_egthdm_aft_difference
21,804705,2016-03-27,508,0.592414856,0,WW,10191.1551,INDONESIA,-10.14328,0,CFM56,-2.1723487,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-0.334728241,0,0,INC,0,10191,2016-03-18,0.654235891,-17.526066,LHQ,1.166170976,2011-01-19,WW,CSO - ASIA,1.16617,RDO,2016-07-05,267.4317798,45.874508,49.96912,197183,2019-12-31,2016-03-25,1,6.667419434,0.59241486,0,43.3017,45.282093,33,LNI,-10.14328003,,CFM56-7B26/3,6.6674194,1.980392456,4.687027,-0.33472824,1.9803925,0.70297,0.65424,WW21,50.30385,Invalid,FALSE,-14.00248,508,0.592414856,0,WW,10191.1551,INDONESIA,-10.14328,0,CFM56,-2.3646045,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-0.334728241,0,0,INC,0,10191,2016-03-18,0.654235891,-17.526066,LHQ,1.166170976,2011-01-19,WW,CSO - ASIA,1.16617,RDO,2016-07-05,267.4317798,45.874508,49.96912,197183,2020-07-02,2016-03-25,1,6.667419434,0.59241486,0,43.3017,45.282093,33,LNI,-10.14328003,,CFM56-7B26/3,6.6674194,1.980392456,4.687027,-0.33472824,1.9803925,0.70297,0.65424,WW21,50.30385,Invalid,FALSE,-14.00248,Matched,0.0,Matched,0.0
22,804705,2016-07-05,506,6.72277832,0,WW,10699.2888,INDONESIA,1.16617,0,CFM56,-1.9182714,1,LNI,LION MENTARI AIRLINES,CFM56-7B,0.592414856,0,0,INC,0,10699,2016-03-27,0.240465265,-19.376139,LHQ,13.28612316,2011-01-19,WW,CSO - ASIA,13.28612,FDM,2016-10-10,151.3462826,49.66478,45.874508,1180723,2019-12-31,2016-07-05,1,2.572807312,6.7227783,0,43.3017,42.942,508,LNI,1.166170976,-17.526066,CFM56-7B26/3,2.5728073,-0.359699249,2.9325066,0.59241486,-0.35969925,1.13981,0.24047,WW22,45.282093,Invalid,FALSE,4.95009,506,6.72277832,0,WW,10699.2888,INDONESIA,1.16617,0,CFM56,-2.2019968,1,LNI,LION MENTARI AIRLINES,CFM56-7B,0.592414856,0,0,INC,0,10699,2016-03-27,0.240465265,-19.368027,LHQ,13.28612316,2011-01-19,WW,CSO - ASIA,13.28612,FDM,2016-10-10,151.4096713,49.66478,45.874508,1180723,2020-07-02,2016-07-05,1,2.572807312,6.7227783,0,43.3017,42.942,508,LNI,1.166170976,-17.526066,CFM56-7B26/3,2.5728073,-0.359699249,2.9325066,0.59241486,-0.35969925,1.13981,0.24047,WW22,45.282093,Invalid,FALSE,4.95009,Matched,0.0,Matched,0.0
23,804705,2016-10-10,1328,18.40293121,0,WW,11205.5933,INDONESIA,13.28612,0,CFM56,-1.9015985,1,LNI,LION MENTARI AIRLINES,CFM56-7B,6.72277832,0,0,INC,0,11205,2016-07-05,0.567848475,-14.016427,LHQ,13.85762893,2011-01-19,WW,CSO - ASIA,13.85763,FDM,2017-07-13,1339.691966,49.290016,49.66478,1181175,2019-12-31,2016-10-10,1,6.363079071,18.402931,0,43.3017,30.887085,506,LNI,13.28612316,-19.376139,CFM56-7B26/3,6.363079,-12.41461563,18.777695,6.7227783,-12.414616,2.95104,0.56785,WW23,42.942,Invalid,FALSE,2.79315,1328,18.40293121,0,WW,11205.5933,INDONESIA,13.28612,0,CFM56,-2.132058,1,LNI,LION MENTARI AIRLINES,CFM56-7B,6.72277832,0,0,INC,0,11205,2016-07-05,0.567848475,-11.966364,LHQ,13.85762893,2011-01-19,WW,CSO - ASIA,13.85763,FDM,2017-07-13,1569.20639,49.290016,49.66478,1181175,2020-07-02,2016-10-10,1,6.363079071,18.402931,0,43.3017,30.887085,506,LNI,13.28612316,-19.368027,CFM56-7B26/3,6.363079,-12.41461563,18.777695,6.7227783,-12.414616,2.95104,0.56785,WW23,42.942,Invalid,FALSE,2.79315,Matched,0.0,Matched,0.0
24,804705,2017-07-13,130,-4.27129364,0,WW,12533.3357,INDONESIA,13.85763,0,CFM56,-1.8700203,1,LNI,LION MENTARI AIRLINES,CFM56-7B,18.40293121,0,0,INC,0,12533,2016-10-10,0.477791047,13.452757,LHQ,-32.85610492,2011-01-19,WW,CSO - ASIA,-32.8561,FDM,2017-08-02,-652.7273962,36.23774,49.290016,1158425,2019-12-31,2017-07-13,1,5.988315582,-4.2712936,0,43.3017,40.509033,1328,LNI,13.85762893,-14.016427,CFM56-7B26/3,5.9883156,-2.792667389,8.780983,18.402931,-2.7926674,1.46635,0.47779,WW24,30.887085,Invalid,FALSE,0.47715,130,-4.27129364,0,WW,12533.3357,INDONESIA,13.85763,0,CFM56,-1.9669822,1,LNI,LION MENTARI AIRLINES,CFM56-7B,18.40293121,0,0,INC,0,12533,2016-10-10,0.477791047,13.452757,LHQ,-32.85610492,2011-01-19,WW,CSO - ASIA,-32.8561,FDM,2017-08-02,-652.7273962,36.23774,49.290016,1158425,2020-07-02,2017-07-13,1,5.988315582,-4.2712936,0,43.3017,40.509033,1328,LNI,13.85762893,-11.966364,CFM56-7B26/3,5.9883156,-2.792667389,8.780983,18.402931,-2.7926674,1.46635,0.47779,WW24,30.887085,Invalid,FALSE,0.47715,Matched,0.0,Matched,0.0
25,804705,2017-08-02,414,5.249679565,0,WW,12663.1502,INDONESIA,-32.8561,0,CFM56,-1.8508203,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-4.27129364,0,0,INC,0,12663,2017-07-13,-0.557835998,-29.344576,LHQ,12.68038542,2011-01-19,WW,CSO - ASIA,12.68039,RDO,2017-10-02,74.88146416,39.290054,36.23774,224943,2019-12-31,2017-08-02,1,-7.063961029,5.2496796,0,43.3017,34.040375,130,LNI,-32.85610492,13.452757,CFM56-7B26/3,-7.063961,-9.261325836,2.1973648,-4.2712936,-9.261326,-0.31107,-0.55784,WW25,40.509033,Invalid,FALSE,-0.51445,414,5.249679565,0,WW,12663.1502,INDONESIA,-32.8561,0,CFM56,-1.9453467,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-4.27129364,0,0,INC,0,12663,2017-07-13,-0.557835998,-29.344576,LHQ,12.68038542,2011-01-19,WW,CSO - ASIA,12.68039,RDO,2017-10-02,74.88146416,39.290054,36.23774,224943,2020-07-02,2017-08-02,1,-7.063961029,5.2496796,0,43.3017,34.040375,130,LNI,-32.85610492,13.452757,CFM56-7B26/3,-7.063961,-9.261325836,2.1973648,-4.2712936,-9.261326,-0.31107,-0.55784,WW25,40.509033,Invalid,FALSE,-0.51445,Matched,0.0,Matched,0.0
26,804705,2017-10-02,275,6.165496826,0,WW,13077.9963,INDONESIA,12.68039,0,CFM56,-2.0140977,1,LNI,LION MENTARI AIRLINES,CFM56-7B,5.249679565,0,0,INC,0,13077,2017-08-02,-0.306747775,-30.48828,LHQ,22.41998846,2011-01-19,WW,CSO - ASIA,22.41999,FDM,2017-11-14,118.6948295,41.83675,39.290054,1181493,2019-12-31,2017-10-02,1,-4.011646271,6.165497,0,43.3017,35.671253,414,LNI,12.68038542,-29.344576,CFM56-7B26/3,-4.0116463,-7.630447388,3.618801,5.2496796,-7.6304474,-0.90207,-0.30675,WW26,34.040375,Invalid,FALSE,0.68934,275,6.165496826,0,WW,13077.9963,INDONESIA,12.68039,0,CFM56,-2.049782,1,LNI,LION MENTARI AIRLINES,CFM56-7B,5.249679565,0,0,INC,0,13077,2017-08-02,-0.306747775,-30.48828,LHQ,22.41998846,2011-01-19,WW,CSO - ASIA,22.41999,FDM,2017-11-14,118.6948295,41.83675,39.290054,1181493,2020-07-02,2017-10-02,1,-4.011646271,6.165497,0,43.3017,35.671253,414,LNI,12.68038542,-29.344576,CFM56-7B26/3,-4.0116463,-7.630447388,3.618801,5.2496796,-7.6304474,-0.90207,-0.30675,WW26,34.040375,Invalid,FALSE,0.68934,Matched,0.0,Matched,0.0
27,804705,2017-11-14,109,1.056488037,0,WW,13352.3385,INDONESIA,22.41999,0,CFM56,-1.9854084,1,LNI,LION MENTARI AIRLINES,CFM56-7B,6.165496826,0,0,INC,0,13352,2017-10-02,-0.109714906,-5.9294186,LHQ,9.692550799,2011-01-19,WW,CSO - ASIA,9.69255,RDO,2017-12-06,658.9902027,38.98581,41.83675,225906,2019-12-31,2017-11-14,1,-1.464950562,1.056488,0,43.3017,37.92932,275,LNI,22.41998846,-30.48828,CFM56-7B26/3,-1.4649506,-5.372379303,3.9074287,6.165497,-5.3723793,-2.66728,-0.10971,WW27,35.671253,Invalid,FALSE,0.63376,109,1.933204651,0,WW,13352.3385,INDONESIA,22.41999,0,CFM56,-2.018395,1,LNI,LION MENTARI AIRLINES,CFM56-7B,6.165496826,0,0,INC,0,13352,2017-10-02,-0.109714906,-7.4939594,LHQ,17.73582249,2011-01-19,WW,CSO - ASIA,17.73582,RDO,2017-12-06,638.4002211,38.98581,41.83675,225906,2020-07-02,2017-11-14,1,-1.464950562,1.9332047,0,43.3017,37.052605,275,LNI,22.41998846,-30.48828,CFM56-7B26/3,-1.4649506,-6.249095917,4.7841454,6.165497,-6.249096,-3.26574,-0.10971,WW27,35.671253,Invalid,FALSE,0.77595,Matched,0.0,Not Matched,2.3661359302537495
28,804705,2017-12-06,115,-3.474058151,0,WW,13461.8195,INDONESIA,9.69255,0,CFM56,-1.9836496,1,LNI,LION MENTARI AIRLINES,CFM56-7B,1.056488037,0,0,INC,0,13461,2017-11-14,-0.320602372,,LHQ,-30.20920132,2011-01-19,WW,CSO - ASIA,-30.2092,RDO,2017-12-22,,29.475065,38.98581,227576,2019-12-31,2017-12-03,1,-4.315891266,-3.4740582,0,43.3017,32.949123,109,LNI,9.692550799,-5.9294186,CFM56-7B26/3,-4.3158913,-10.35257721,6.036686,1.056488,-10.352577,-1.39871,-0.3206,WW28,37.92932,Invalid,FALSE,5.71392,115,-3.699611664,0,WW,13461.8195,INDONESIA,17.73582,0,CFM56,-2.0138047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,1.933204651,0,0,INC,0,13461,2017-11-14,-0.320602372,,LHQ,-32.17053621,2011-01-19,WW,CSO - ASIA,-32.17054,RDO,2017-12-22,,30.216885,38.98581,227576,2020-07-02,2017-12-03,1,-4.315891266,-3.6996117,0,43.3017,33.916496,109,LNI,17.73582249,-7.4939594,CFM56-7B26/3,-4.3158913,-9.385204315,5.069313,1.9332047,-9.385204,-1.17457,-0.3206,WW28,37.052605,Invalid,FALSE,2.62223,Matched,0.0,Not Matched,2.852219757607042
29,804705,2017-12-22,50,-1.122432709,0,WW,13576.7495,INDONESIA,-30.2092,0,CFM56,-1.9928921,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-3.474058151,0,0,INC,0,13576,2017-12-06,-1.018405426,,LHQ,-22.44865417,2011-01-19,WW,CSO - ASIA,-22.44865,FDM,2018-01-27,,42.744495,29.475065,1181775,2019-12-31,2017-12-22,1,-13.82663536,-1.1224327,0,43.3017,43.86693,115,LNI,-30.20920132,,CFM56-7B26/3,-13.826635,0.565227509,-14.391863,-3.4740582,0.5652275,1.04088,-1.01841,WW29,32.949123,Invalid,FALSE,4.14267,224,-0.484195709,0,WW,13576.7495,INDONESIA,-32.17054,0,CFM56,-2.0223927,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-3.699611664,0,0,INC,0,13576,2017-12-06,-0.963766473,-7.734004,LHQ,-2.161587988,2011-01-19,WW,CSO - ASIA,-2.16159,FDM,2018-01-27,-1646.809971,42.469124,30.216885,1181775,2020-07-02,2017-12-22,1,-13.08481598,-0.4841957,0,43.3017,42.95332,115,LNI,-32.17053621,,CFM56-7B26/3,-13.084816,-0.348381042,-12.736435,-3.6996117,-0.34838104,0.97338,-0.96377,WW29,33.916496,Invalid,FALSE,3.44264,Not Matched,2.4549850191374807,Not Matched,2.1269834322469268
30,804705,2018-01-27,0,,0,WW,13626.3133,INDONESIA,-22.44865,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-1.122432709,0,0,INC,0,13626,2017-12-22,-0.040891853,,LHQ,,2011-01-19,WW,CSO - ASIA,,FDM,2018-03-11,,,42.744495,1220909,2019-12-31,2017-12-31,1,-0.5572052,,0,43.3017,,50,LNI,-22.44865417,,CFM56-7B26/3,-0.5572052,,,-1.1224327,,,-0.04089,WW30,43.86693,Invalid,FALSE,,269,12.61254883,0,WW,13800.5823,INDONESIA,-2.16159,0,CFM56,-1.9740605,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-0.484195709,0,0,INC,0,13800,2017-12-22,-0.060329103,-44.25696,LHQ,46.88679862,2011-01-19,WW,CSO - ASIA,46.8868,FDM,2018-03-11,252.4012651,43.91116,42.469124,1220909,2020-07-02,2018-01-27,1,-0.832576752,12.612549,0,43.3017,31.29861,224,LNI,-2.161587988,-7.734004,CFM56-7B26/3,-0.83257675,-12.0030899,11.170513,-0.4841957,-12.00309,-13.4168,-0.06033,WW30,42.95332,Invalid,FALSE,-23.07024,Not Matched,0.6484028255445057,Not Matched,31.29861
31,804705,2018-03-11,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-01-27,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-04-09,,,,1221067,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW31,,Invalid,FALSE,,157,6.989925385,0,WW,14069.1459,INDONESIA,46.8868,0,CFM56,-1.9421715,1,LNI,LION MENTARI AIRLINES,CFM56-7B,12.61254883,0,0,INC,0,14069,2018-01-27,0.043318829,-68.74736,LHQ,44.52181774,2011-01-19,WW,CSO - ASIA,44.52182,FDM,2018-04-09,149.2495051,40.640575,43.91116,1221067,2020-07-02,2018-03-11,1,0.609458923,6.9899254,0,43.3017,33.65065,269,LNI,46.88679862,-44.25696,CFM56-7B26/3,0.6094589,-9.651050568,10.2605095,12.612549,-9.651051,16.83544,0.04332,WW31,31.29861,Invalid,FALSE,0.81352,Not Matched,43.91116,Not Matched,33.65065
32,804705,2018-04-09,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-03-11,,,LHQ,,2011-01-19,,CSO - ASIA,,RDO,2018-05-13,,,,238848,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW32,,Invalid,FALSE,,213,-0.557689667,0,WW,14226.0771,INDONESIA,44.52182,0,CFM56,-1.9315798,1,LNI,LION MENTARI AIRLINES,CFM56-7B,6.989925385,0,0,INC,0,14226,2018-03-11,-0.187059663,-39.509686,LHQ,-2.618261346,2011-01-19,WW,CSO - ASIA,-2.61826,RDO,2018-05-13,168.5430859,33.4238,40.640575,238848,2020-07-02,2018-04-09,1,-2.661125183,-0.55768967,0,43.3017,33.98149,157,LNI,44.52181774,-68.74736,CFM56-7B26/3,-2.6611252,-9.320209503,6.6590843,6.9899254,-9.3202095,-2.50236,-0.18706,WW32,33.65065,Invalid,FALSE,0.95267,Not Matched,40.640575,Not Matched,33.98149
33,804705,2018-05-13,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-04-09,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-06-30,,,,1221213,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW33,,Invalid,FALSE,,359,5.68120575,0,WW,14439.6383,INDONESIA,-2.61826,0,CFM56,-1.9290662,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-0.557689667,0,0,INC,0,14439,2018-04-09,-0.684082175,-40.0864,LHQ,15.82508565,2011-01-19,WW,CSO - ASIA,15.82509,FDM,2018-06-30,14.7649373,38.513134,33.4238,1221213,2020-07-02,2018-05-13,1,-9.87789917,5.6812057,0,43.3017,32.83193,213,LNI,-2.618261346,-39.509686,CFM56-7B26/3,-9.877899,-10.46977234,0.59187317,-0.55768967,-10.469772,-0.05992,-0.68408,WW33,33.98149,Invalid,FALSE,-1.06129,Not Matched,33.4238,Not Matched,32.83193
34,804705,2018-06-30,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-05-13,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-07-20,,,,1251263,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW34,,Invalid,FALSE,,131,12.16755295,0,WW,14798.6353,INDONESIA,15.82509,0,CFM56,-1.9141467,1,LNI,LION MENTARI AIRLINES,CFM56-7B,5.68120575,0,0,INC,0,14798,2018-05-13,-0.323581634,-77.93032,LHQ,92.88208357,2011-01-19,WW,CSO - ASIA,92.88208,FDM,2018-07-20,187.3698845,36.07889,38.513134,1251263,2020-07-02,2018-06-30,1,-4.788566589,12.167553,0,43.3017,23.911339,359,LNI,15.82508565,-40.0864,CFM56-7B26/3,-4.7885666,-19.39036179,14.601795,5.6812057,-19.390362,-3.0493,-0.32358,WW34,32.83193,Invalid,FALSE,2.57019,Not Matched,38.513134,Not Matched,23.911339
35,804705,2018-07-20,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-06-30,,,LHQ,,2011-01-19,,CSO - ASIA,,RDO,2018-08-10,,,,248750,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW35,,Invalid,FALSE,,140,16.84640884,0,WW,14929.7974,INDONESIA,92.88208,0,CFM56,-1.9097134,1,LNI,LION MENTARI AIRLINES,CFM56-7B,12.16755295,0,0,INC,0,14929,2018-06-30,-0.483784786,-133.6771,LHQ,120.3314917,2011-01-19,WW,CSO - ASIA,120.33149,RDO,2018-08-10,113.0136912,37.81796,36.07889,248750,2020-07-02,2018-07-20,1,-7.222808838,16.846409,0,43.3017,20.97155,131,LNI,92.88208357,-77.93032,CFM56-7B26/3,-7.222809,-22.3301506,15.107342,12.167553,-22.33015,-2.09162,-0.48378,WW35,23.911339,Invalid,FALSE,1.24161,Not Matched,36.07889,Not Matched,20.97155
36,804705,2018-08-10,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-07-20,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-09-10,,,,1251265,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW36,,Invalid,FALSE,,223,-30.57445908,0,WW,15069.6557,INDONESIA,120.33149,0,CFM56,-1.9208432,1,LNI,LION MENTARI AIRLINES,CFM56-7B,16.84640884,0,0,INC,0,15069,2018-07-20,-0.363892969,100.20818,LHQ,-137.1051976,2011-01-19,WW,CSO - ASIA,-137.1052,FDM,2018-09-10,-64.57191666,0.772865,37.81796,1251265,2020-07-02,2018-08-10,1,-5.48374176,-30.57446,0,43.3017,31.347324,140,LNI,120.3314917,-133.6771,CFM56-7B26/3,-5.4837418,-11.95437622,6.4706345,16.846409,-11.954376,-1.17997,-0.36389,WW36,20.97155,Invalid,FALSE,0.3841,Not Matched,37.81796,Not Matched,31.347324
37,804705,2018-09-10,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-08-10,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-11-04,,,,1251267,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW37,,Invalid,FALSE,,349,17.67926216,0,WW,15292.5156,INDONESIA,-137.1052,0,CFM56,-1.9863245,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-30.57445908,0,0,INC,0,15292,2018-08-10,-2.781022849,-64.26042,LHQ,50.65691164,2011-01-19,WW,CSO - ASIA,50.65691,FDM,2018-11-04,-312.6991483,38.546307,0.772865,1251267,2020-07-02,2018-09-10,1,-42.5288353,17.679262,0,43.3017,20.867044,223,LNI,-137.1051976,100.20818,CFM56-7B26/3,-42.528835,-22.43465614,-20.09418,-30.57446,-22.434656,0.47248,-2.78102,WW37,31.347324,Invalid,FALSE,0.65722,Not Matched,0.772865,Not Matched,20.867044
38,804705,2018-11-04,0,,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-09-10,,,LHQ,,2011-01-19,,CSO - ASIA,,FDM,2018-12-31,,,,1260409,2019-12-31,2017-12-31,1,,,0,43.3017,,0,LNI,,,CFM56-7B26/3,,,,,,,,WW38,,Invalid,FALSE,,286,-4.665727615,0,WW,15641.3949,INDONESIA,50.65691,0,CFM56,-2.0017257,1,LNI,LION MENTARI AIRLINES,CFM56-7B,17.67926216,0,0,INC,0,15641,2018-09-10,-0.304026208,-14.930001,LHQ,-16.31373292,2011-01-19,WW,CSO - ASIA,-16.31373,FDM,2018-12-31,208.4978443,30.767706,38.546307,1260409,2020-07-02,2018-11-04,1,-4.755393982,-4.6657276,0,43.3017,35.433434,349,LNI,50.65691164,-64.26042,CFM56-7B26/3,-4.755394,-7.868267059,3.112873,17.679262,-7.868267,-0.6546,-0.30403,WW38,20.867044,Invalid,FALSE,0.17607,Not Matched,38.546307,Not Matched,35.433434
39,804705,2018-12-31,2500,0.045692444,0,WW,13626.3133,INDONESIA,,0,CFM56,-1.982047,1,LNI,LION MENTARI AIRLINES,CFM56-7B,,,0,INC,0,13626,2018-11-04,,79.35121,LHQ,0.018276978,2011-01-19,,CSO - ASIA,0.01828,FDM,2019-02-11,,33.028076,,1298613,2019-12-31,2017-12-31,1,,0.045692444,0,43.3017,32.982384,0,LNI,,,CFM56-7B26/3,,-10.31931686,,,-10.319317,,,WW39,,Invalid,FALSE,,199,4.990776062,0,WW,15927.7598,INDONESIA,-16.31373,0,CFM56,-1.972711,1,LNI,LION MENTARI AIRLINES,CFM56-7B,-4.665727615,0,0,INC,0,15927,2018-11-04,-0.786927655,68.376564,LHQ,25.07927669,2011-01-19,WW,CSO - ASIA,25.07928,FDM,2019-02-11,32.38942819,37.97316,30.767706,1298613,2020-07-02,2018-12-31,1,-12.53399467,4.990776,0,43.3017,32.982384,286,LNI,-16.31373292,-14.930001,CFM56-7B26/3,-12.533995,-10.31931686,-2.2146778,-4.6657276,-10.319317,0.17669,-0.78693,WW39,35.433434,Invalid,FALSE,0.47467,Not Matched,30.767706,Matched,0.0
40,804705,2019-02-11,200,11.48554993,0,WW,16126.1939,INDONESIA,0.01828,0,CFM56,-2.0108259,1,LNI,LION MENTARI AIRLINES,CFM56-7B,0.045692444,0,0,INC,0,16126,2018-12-31,-0.637076826,-62.122353,LHQ,57.42774963,2011-01-19,WW,CSO - ASIA,57.42775,FDM,2019-03-28,123.8137398,36.822025,33.028076,1298851,2019-12-31,2019-02-11,1,-10.27362442,11.48555,0,43.3017,25.336475,2500,LNI,0.018276978,79.35121,CFM56-7B26/3,-10.273624,-17.96522522,7.691601,0.045692444,-17.965225,-0.74867,-0.63708,WW40,32.982384,Invalid,FALSE,168.3342,200,8.079879761,0,WW,16126.1939,INDONESIA,25.07928,0,CFM56,-1.9845665,1,LNI,LION MENTARI AIRLINES,CFM56-7B,4.990776062,0,0,INC,0,16126,2018-12-31,-0.330427678,-56.474472,LHQ,40.3993988,2011-01-19,WW,CSO - ASIA,40.3994,FDM,2019-03-28,163.4546356,36.822025,37.97316,1298851,2020-07-02,2019-02-11,1,-5.328540802,8.07988,0,43.3017,28.742146,199,LNI,25.07927669,68.376564,CFM56-7B26/3,-5.328541,-14.55955505,9.231014,4.990776,-14.559555,-1.73237,-0.33043,WW40,32.982384,Invalid,FALSE,1.84961,Not Matched,13.022576999122542,Not Matched,11.849049128064417
